Entity,Day,Total confirmed deaths due to COVID-19 per million people
Italy,2022-09-28,2968.4468
Italy,2022-09-29,2969.252
Italy,2022-09-30,2969.7551
Italy,2022-10-01,2970.3923
Italy,2022-10-02,2971.0298
Italy,2022-10-03,2971.3652
Italy,2022-10-04,2972.1536
Italy,2022-10-05,2973.16
Italy,2022-10-06,2973.8813
Italy,2022-10-07,2974.8206
Italy,2022-10-08,2975.8606
Italy,2022-10-09,2976.867
Italy,2022-10-10,2977.5547
Italy,2022-10-11,2978.41
Italy,2022-10-12,2979.752
Italy,2022-10-13,2980.9092
Italy,2022-10-14,2982.0164
Italy,2022-10-15,2983.66
Italy,2022-10-16,2984.8845
Italy,2022-10-17,2985.4211
Italy,2022-10-18,2986.9812
Italy,2022-10-19,2988.8765
Italy,2022-10-20,2990.235
Italy,2022-10-21,2991.644
Italy,2022-10-22,2993.1704
Italy,2022-10-23,2994.7136
Italy,2022-10-24,2995.5857
Italy,2022-10-25,2996.24
Italy,2022-10-26,2998.2527
Italy,2022-10-27,2999.8125
Italy,2022-10-28,3001.3892
Italy,2022-10-29,3002.815
Italy,2022-10-30,3004.0898
Italy,2022-10-31,3004.9788
Italy,2022-11-01,3005.8677
Italy,2022-11-02,3007.2432
Italy,2022-11-03,3008.2495
Italy,2022-11-04,3009.7087
Italy,2022-11-05,3011.688
Italy,2022-11-06,3013.382
Italy,2022-11-07,3014.137
Italy,2022-11-08,3015.026
Italy,2022-11-09,3016.4683
Italy,2022-11-10,3017.827
Italy,2022-11-11,3018.9172
Italy,2022-11-12,3020.3262
Italy,2022-11-13,3021.5002
Italy,2022-11-14,3022.2717
Italy,2022-11-15,3023.379
Italy,2022-11-16,3025.1567
Italy,2022-11-17,3026.6328
Italy,2022-11-18,3027.8574
Italy,2022-11-19,3029.283
Italy,2022-11-20,3030.5579
Italy,2022-11-21,3031.1785
Italy,2022-11-22,3032.2854
Italy,2022-11-23,3034.2478
Italy,2022-11-24,3036.093
Italy,2022-11-25,3037.5857
Italy,2022-11-26,3038.9946
Italy,2022-11-27,3040.4875
Italy,2022-11-28,3041.343
Italy,2022-11-29,3042.7017
Italy,2022-11-30,3045.0667
Italy,2022-12-01,3046.509
Italy,2022-12-02,3048.2366
Italy,2022-12-03,3050.0146
Italy,2022-12-04,3051.776
Italy,2022-12-05,3052.5305
Italy,2022-12-06,3053.6545
Italy,2022-12-07,3056.4387
Italy,2022-12-08,3058.1497
Italy,2022-12-09,3059.7432
Italy,2022-12-10,3061.2527
Italy,2022-12-11,3063.0977
Italy,2022-12-12,3063.9028
Italy,2022-12-13,3065.144
Italy,2022-12-14,3067.526
Italy,2022-12-15,3069.9243
Italy,2022-12-16,3071.803
Italy,2022-12-17,3074.0002
Italy,2022-12-18,3075.6943
Italy,2022-12-19,3076.835
Italy,2022-12-20,3078.244
Italy,2022-12-21,3080.2063
Italy,2022-12-22,3082.5713
Italy,2022-12-23,3085.188
Italy,2022-12-24,3087.4355
Italy,2022-12-25,3089.0793
Italy,2022-12-26,3089.8174
Italy,2022-12-27,3090.4211
Italy,2022-12-28,3091.696
Italy,2022-12-29,3095.1177
Italy,2022-12-30,3097.0298
Italy,2022-12-31,3099.546
Italy,2023-01-01,3101.6592
Italy,2023-01-02,3102.565
Italy,2023-01-03,3104.0076
Italy,2023-01-04,3106.3557
Italy,2023-01-05,3107.9827
Italy,2023-01-06,3110.029
Italy,2023-01-07,3111.22
Italy,2023-01-08,3111.958
Italy,2023-01-09,3112.847
Italy,2023-01-10,3113.9373
Italy,2023-01-11,3116.4531
Italy,2023-01-12,3117.946
Italy,2023-01-13,3119.6904
Italy,2023-01-14,3121.1328
Italy,2023-01-15,3122.458
Italy,2023-01-16,3122.9443
Italy,2023-01-17,3124.1855
Italy,2023-01-18,3125.494
Italy,2023-01-19,3126.7183
Italy,2023-01-20,3127.9932
Italy,2023-01-21,3128.899
Italy,2023-01-22,3129.8884
Italy,2023-01-23,3130.1567
Italy,2023-01-24,3130.8948
Italy,2023-01-25,3132.1194
Italy,2023-01-26,3133.025
Italy,2023-01-27,3133.7798
Italy,2023-01-28,3134.4172
Italy,2023-01-29,3134.9707
Italy,2023-01-30,3135.3901
Italy,2023-01-31,3135.9436
Italy,2023-02-01,3137.8726
Italy,2023-02-02,3140.3381
Italy,2023-02-03,3141.1433
Italy,2023-02-04,3142.0994
Italy,2023-02-05,3142.6025
Italy,2023-02-06,3142.9043
Italy,2023-02-07,3143.4412
Italy,2023-02-08,3144.5146
Italy,2023-02-09,3145.1855
Italy,2023-02-10,3145.823
Italy,2023-02-11,3146.5776
Italy,2023-02-12,3146.9468
Italy,2023-02-13,3147.148
Italy,2023-02-14,3147.5842
Italy,2023-02-15,3148.6912
Italy,2023-02-16,3149.7478
Italy,2023-02-17,3150.8381
Italy,2023-02-18,3151.6433
Italy,2023-02-19,3152.1296
Italy,2023-02-20,3152.4316
Italy,2023-02-21,3152.7502
Italy,2023-02-22,3153.6895
Italy,2023-02-23,3154.2598
Italy,2023-02-24,3154.9307
Italy,2023-02-25,3155.7527
Italy,2023-02-26,3156.2727
Italy,2023-02-27,3156.4907
Italy,2023-02-28,3157.0107
Italy,2023-03-01,3157.7485
Italy,2023-03-02,3158.2854
Italy,2023-03-03,3158.7551
Italy,2023-03-04,3159.6104
Italy,2023-03-05,3159.9963
Italy,2023-03-06,3160.1472
Italy,2023-03-07,3160.5667
Italy,2023-03-08,3161.3213
Italy,2023-03-09,3161.7742
Italy,2023-03-10,3162.378
Italy,2023-03-11,3162.9148
Italy,2023-03-12,3163.3174
Italy,2023-03-13,3163.7703
Italy,2023-03-14,3164.3909
Italy,2023-03-15,3165.0283
Italy,2023-03-16,3165.4978
Italy,2023-03-17,3165.9338
Italy,2023-03-18,3166.3364
Italy,2023-03-19,3166.6887
Italy,2023-03-20,3166.8062
Italy,2023-03-21,3167.1584
Italy,2023-03-22,3167.93
Italy,2023-03-23,3168.433
Italy,2023-03-24,3169.0034
Italy,2023-03-25,3169.3726
Italy,2023-03-26,3169.6912
Italy,2023-03-27,3169.842
Italy,2023-03-28,3170.1104
Italy,2023-03-29,3170.7478
Italy,2023-03-30,3171.1335
Italy,2023-03-31,3171.62
Italy,2023-04-01,3172.3245
Italy,2023-04-02,3172.727
Italy,2023-04-03,3172.9285
Italy,2023-04-04,3173.18
Italy,2023-04-05,3173.8342
Italy,2023-04-06,3174.3374
Italy,2023-04-07,3174.5217
Italy,2023-04-08,3174.8406
Italy,2023-04-09,3175.2095
Italy,2023-04-10,3175.31
Italy,2023-04-11,3175.411
Italy,2023-04-12,3175.7798
Italy,2023-04-13,3176.2158
Italy,2023-04-14,3176.6855
Italy,2023-04-15,3177.2893
Italy,2023-04-16,3177.5073
Italy,2023-04-17,3177.5745
Italy,2023-04-18,3177.8765
Italy,2023-04-19,3178.3462
Italy,2023-04-20,3179.5203
Italy,2023-04-21,3179.8892
Italy,2023-04-22,3180.2415
Italy,2023-04-23,3180.644
Italy,2023-04-24,3180.9124
Italy,2023-04-25,3181.231
Italy,2023-04-26,3181.6504
Italy,2023-04-27,3182.0698
Italy,2023-04-28,3182.5059
Italy,2023-04-29,3182.8582
Italy,2023-04-30,3183.311
Italy,2023-05-01,3183.4788
Italy,2023-05-02,3183.6128
Italy,2023-05-03,3183.965
Italy,2023-05-04,3184.7703
Italy,2023-05-05,3185.2903
Italy,2023-05-06,3185.827
Italy,2023-05-07,3186.3638
Italy,2023-05-08,3186.5984
Italy,2023-05-09,3186.9844
Italy,2023-05-10,3187.521
Italy,2023-05-11,3187.8396
Italy,2023-05-12,3188.2422
Italy,2023-05-13,3188.5945
Italy,2023-05-14,3188.9468
Italy,2023-05-15,3189.215
Italy,2023-05-16,3189.5337
Italy,2023-05-17,3190.1208
Italy,2023-05-18,3190.6575
Italy,2023-05-19,3190.9595
Italy,2023-05-20,3191.5298
Italy,2023-05-21,3191.6975
Italy,2023-05-22,3191.8318
Italy,2023-05-23,3192.1504
Italy,2023-05-24,3192.62
Italy,2023-05-25,3193.0393
Italy,2023-05-26,3193.4756
Italy,2023-05-27,3193.9285
Italy,2023-05-28,3194.2805
Italy,2023-05-29,3194.482
Italy,2023-05-30,3194.5825
Italy,2023-05-31,3194.985
Italy,2023-06-01,3195.2703
Italy,2023-06-02,3195.572
Italy,2023-06-03,3195.9746
Italy,2023-06-04,3196.1423
Italy,2023-06-05,3196.2263
Italy,2023-06-06,3196.3772
Italy,2023-06-07,3196.763
Italy,2023-06-08,3196.8972
Italy,2023-06-09,3197.3835
Italy,2023-06-10,3197.6687
Italy,2023-06-11,3197.8867
Italy,2023-06-12,3198.0378
Italy,2023-06-13,3198.105
Italy,2023-06-14,3198.2893
Italy,2023-06-15,3198.5242
Italy,2023-06-16,3198.7422
Italy,2023-06-17,3198.994
Italy,2023-06-18,3199.2454
Italy,2023-06-19,3199.3796
Italy,2023-06-20,3199.497
Italy,2023-06-21,3199.715
Italy,2023-06-22,3199.9163
Italy,2023-06-23,3200.017
Italy,2023-06-24,3200.3691
Italy,2023-06-25,3200.6543
Italy,2023-06-26,3200.7551
Italy,2023-06-27,3200.9229
Italy,2023-06-28,3201.2415
Italy,2023-06-29,3201.3923
Italy,2023-06-30,3201.4595
Italy,2023-07-01,3201.6104
Italy,2023-07-02,3201.778
Italy,2023-07-03,3201.795
Italy,2023-07-04,3201.879
Italy,2023-07-05,3201.9963
Italy,2023-07-06,3202.0298
Italy,2023-07-07,3202.097
Italy,2023-07-08,3202.1472
Italy,2023-07-09,3202.2646
Italy,2023-07-10,3202.298
Italy,2023-07-11,3202.315
Italy,2023-07-12,3202.533
Italy,2023-07-13,3202.5667
Italy,2023-07-14,3202.7007
Italy,2023-07-15,3202.9187
Italy,2023-07-16,3202.9858
Italy,2023-07-17,3203.0195
Italy,2023-07-18,3203.12
Italy,2023-07-19,3203.3213
Italy,2023-07-20,3203.4387
Italy,2023-07-21,3203.4556
Italy,2023-07-22,3203.6064
Italy,2023-07-23,3203.707
Italy,2023-07-24,3203.7239
Italy,2023-07-25,3203.7407
Italy,2023-07-26,3203.8079
Italy,2023-07-27,3203.8245
Italy,2023-07-28,3203.8748
Italy,2023-07-29,3203.9587
Italy,2023-07-30,3203.9922
Italy,2023-07-31,3204.009
Italy,2023-08-01,3204.0425
Italy,2023-08-02,3204.1936
Italy,2023-08-03,3204.4116
Italy,2023-08-04,3204.5625
Italy,2023-08-05,3204.7302
Italy,2023-08-06,3204.8142
Italy,2023-08-07,3204.8477
Italy,2023-08-08,3205.0322
Italy,2023-08-09,3205.418
Italy,2023-08-10,3205.5354
Italy,2023-08-11,3205.6528
Italy,2023-08-12,3205.938
Italy,2023-08-13,3206.0889
Italy,2023-08-14,3206.1392
Italy,2023-08-15,3206.2903
Italy,2023-08-16,3206.3909
Italy,2023-08-17,3206.4746
Italy,2023-08-18,3206.609
Italy,2023-08-19,3206.6926
Italy,2023-08-20,3206.7263
Italy,2023-08-21,3206.7935
Italy,2023-08-22,3206.8438
Italy,2023-08-23,3207.028
Italy,2023-08-24,3207.2126
Italy,2023-08-25,3207.347
Italy,2023-08-26,3207.5818
Italy,2023-08-27,3207.6487
Italy,2023-08-28,3207.8167
Italy,2023-08-29,3207.9172
Italy,2023-08-30,3208.1353
Italy,2023-08-31,3208.303
Italy,2023-09-01,3208.5713
Italy,2023-09-02,3208.8396
Italy,2023-09-03,3209.0073
Italy,2023-09-04,3209.1082
Italy,2023-09-05,3209.3262
Italy,2023-09-06,3209.5273
Italy,2023-09-07,3209.8796
Italy,2023-09-08,3210.232
Italy,2023-09-09,3210.3997
Italy,2023-09-10,3210.5002
Italy,2023-09-11,3210.6345
Italy,2023-09-12,3210.8691
Italy,2023-09-13,3211.1711
Italy,2023-09-14,3211.5403
Italy,2023-09-15,3211.775
Italy,2023-09-16,3212.1104
Italy,2023-09-17,3212.3286
Italy,2023-09-18,3212.4124
Italy,2023-09-19,3212.7144
Italy,2023-09-20,3213.1672
Italy,2023-09-21,3213.5027
Italy,2023-09-22,3214.0393
Italy,2023-09-23,3214.3748
Italy,2023-09-24,3214.5762
Italy,2023-09-25,3214.6768
Italy,2023-09-26,3214.811
Italy,2023-09-27,3215.1465
Italy,2023-09-28,3215.6663
Italy,2023-09-29,3215.9514
Italy,2023-09-30,3216.3877
Italy,2023-10-01,3216.7566
Italy,2023-10-02,3216.9412
Italy,2023-10-03,3217.31
Italy,2023-10-04,3217.7295
Italy,2023-10-05,3217.9644
Italy,2023-10-06,3218.4338
Italy,2023-10-07,3218.87
Italy,2023-10-08,3219.3396
Italy,2023-10-09,3219.4404
Italy,2023-10-10,3219.776
Italy,2023-10-11,3220.2454
Italy,2023-10-12,3220.6648
Italy,2023-10-13,3221.1008
Italy,2023-10-14,3221.7046
Italy,2023-10-15,3222.0906
Italy,2023-10-16,3222.342
Italy,2023-10-17,3222.8118
Italy,2023-10-18,3223.5498
Italy,2023-10-19,3223.969
Italy,2023-10-20,3224.707
Italy,2023-10-21,3225.1936
Italy,2023-10-22,3225.68
Italy,2023-10-23,3225.9148
Italy,2023-10-24,3226.3174
Italy,2023-10-25,3226.72
Italy,2023-10-26,3227.2566
Italy,2023-10-27,3227.7598
Italy,2023-10-28,3228.196
Italy,2023-10-29,3228.481
Italy,2023-10-30,3230.6113
Italy,2023-10-31,3230.6113
Italy,2023-11-01,3230.6113
Italy,2023-11-02,3230.6113
Italy,2023-11-03,3230.6113
Italy,2023-11-04,3230.6113
Italy,2023-11-05,3230.6113
Italy,2023-11-06,3233.815
Italy,2023-11-07,3233.815
Italy,2023-11-08,3233.815
Italy,2023-11-09,3233.815
Italy,2023-11-10,3233.815
Italy,2023-11-11,3233.815
Italy,2023-11-12,3233.815
Italy,2023-11-13,3237.9243
Italy,2023-11-14,3237.9243
Italy,2023-11-15,3237.9243
Italy,2023-11-16,3237.9243
Italy,2023-11-17,3237.9243
Italy,2023-11-18,3237.9243
Italy,2023-11-19,3237.9243
Italy,2023-11-20,3242.084
Italy,2023-11-21,3242.084
Italy,2023-11-22,3242.084
Italy,2023-11-23,3242.084
Italy,2023-11-24,3242.084
Italy,2023-11-25,3242.084
Italy,2023-11-26,3242.084
Italy,2023-11-27,3247.2837
Italy,2023-11-28,3247.2837
Italy,2023-11-29,3247.2837
Italy,2023-11-30,3247.2837
Italy,2023-12-01,3247.2837
Italy,2023-12-02,3247.2837
Italy,2023-12-03,3247.2837
Italy,2023-12-04,3253.1208
Italy,2023-12-05,3253.1208
Italy,2023-12-06,3253.1208
Italy,2023-12-07,3253.1208
Italy,2023-12-08,3253.1208
Italy,2023-12-09,3253.1208
Italy,2023-12-10,3253.1208
Italy,2023-12-11,3259.2935
Italy,2023-12-12,3259.2935
Italy,2023-12-13,3259.2935
Italy,2023-12-14,3259.2935
Italy,2023-12-15,3259.2935
Italy,2023-12-16,3259.2935
Italy,2023-12-17,3259.2935
Italy,2023-12-18,3265.08
Italy,2023-12-19,3265.08
Italy,2023-12-20,3265.08
Italy,2023-12-21,3265.08
Italy,2023-12-22,3265.08
Italy,2023-12-23,3265.08
Italy,2023-12-24,3265.08
Italy,2023-12-25,3270.4644
Italy,2023-12-26,3270.4644
Italy,2023-12-27,3270.4644
Italy,2023-12-28,3270.4644
Italy,2023-12-29,3270.4644
Italy,2023-12-30,3270.4644
Italy,2023-12-31,3270.4644
Italy,2024-01-01,3275.8318
Italy,2024-01-02,3275.8318
Italy,2024-01-03,3275.8318
Italy,2024-01-04,3275.8318
Italy,2024-01-05,3275.8318
Italy,2024-01-06,3275.8318
Italy,2024-01-07,3275.8318
Italy,2024-01-08,3279.6392
Italy,2024-01-09,3279.6392
Italy,2024-01-10,3279.6392
Italy,2024-01-11,3279.6392
Italy,2024-01-12,3279.6392
Italy,2024-01-13,3279.6392
Italy,2024-01-14,3279.6392
Italy,2024-01-15,3282.2893
Italy,2024-01-16,3282.2893
Italy,2024-01-17,3282.2893
Italy,2024-01-18,3282.2893
Italy,2024-01-19,3282.2893
Italy,2024-01-20,3282.2893
Italy,2024-01-21,3282.2893
Italy,2024-01-22,3284.3691
Italy,2024-01-23,3284.3691
Italy,2024-01-24,3284.3691
Italy,2024-01-25,3284.3691
Italy,2024-01-26,3284.3691
Italy,2024-01-27,3284.3691
Italy,2024-01-28,3284.3691
Italy,2024-01-29,3285.7278
Italy,2024-01-30,3285.7278
Italy,2024-01-31,3285.7278
Italy,2024-02-01,3285.7278
Italy,2024-02-02,3285.7278
Italy,2024-02-03,3285.7278
Italy,2024-02-04,3285.7278
Italy,2024-02-05,3286.7175
Italy,2024-02-06,3286.7175
Italy,2024-02-07,3286.7175
Italy,2024-02-08,3286.7175
Italy,2024-02-09,3286.7175
Italy,2024-02-10,3286.7175
Italy,2024-02-11,3286.7175
Italy,2024-02-12,3287.6904
Italy,2024-02-13,3287.6904
Italy,2024-02-14,3287.6904
Italy,2024-02-15,3287.6904
Italy,2024-02-16,3287.6904
Italy,2024-02-17,3287.6904
Italy,2024-02-18,3287.6904
Italy,2024-02-19,3288.445
Italy,2024-02-20,3288.445
Italy,2024-02-21,3288.445
Italy,2024-02-22,3288.445
Italy,2024-02-23,3288.445
Italy,2024-02-24,3288.445
Italy,2024-02-25,3288.445
Italy,2024-02-26,3288.7805
Italy,2024-02-27,3288.7805
Italy,2024-02-28,3288.7805
Italy,2024-02-29,3288.7805
Italy,2024-03-01,3288.7805
Italy,2024-03-02,3288.7805
Italy,2024-03-03,3288.7805
Italy,2024-03-04,3289.1663
Italy,2024-03-05,3289.1663
Italy,2024-03-06,3289.1663
Italy,2024-03-07,3289.1663
Italy,2024-03-08,3289.1663
Italy,2024-03-09,3289.1663
Italy,2024-03-10,3289.1663
Italy,2024-03-11,3289.418
Italy,2024-03-12,3289.418
Italy,2024-03-13,3289.418
Italy,2024-03-14,3289.418
Italy,2024-03-15,3289.418
Italy,2024-03-16,3289.418
Italy,2024-03-17,3289.418
Italy,2024-03-18,3289.72
Italy,2024-03-19,3289.72
Italy,2024-03-20,3289.72
Italy,2024-03-21,3289.72
Italy,2024-03-22,3289.72
Italy,2024-03-23,3289.72
Italy,2024-03-24,3289.72
Italy,2024-03-25,3289.938
Italy,2024-03-26,3289.938
Italy,2024-03-27,3289.938
Italy,2024-03-28,3289.938
Italy,2024-03-29,3289.938
Italy,2024-03-30,3289.938
Italy,2024-03-31,3289.938
Italy,2024-04-01,3290.0554
Italy,2024-04-02,3290.0554
Italy,2024-04-03,3290.0554
Italy,2024-04-04,3290.0554
Italy,2024-04-05,3290.0554
Italy,2024-04-06,3290.0554
Italy,2024-04-07,3290.0554
Italy,2024-04-08,3290.2397
Italy,2024-04-09,3290.2397
Italy,2024-04-10,3290.2397
Italy,2024-04-11,3290.2397
Italy,2024-04-12,3290.2397
Italy,2024-04-13,3290.2397
Italy,2024-04-14,3290.2397
Italy,2024-04-15,3290.458
Italy,2024-04-16,3290.458
Italy,2024-04-17,3290.458
Italy,2024-04-18,3290.458
Italy,2024-04-19,3290.458
Italy,2024-04-20,3290.458
Italy,2024-04-21,3290.458
Italy,2024-04-22,3290.609
Italy,2024-04-23,3290.609
Italy,2024-04-24,3290.609
Italy,2024-04-25,3290.609
Italy,2024-04-26,3290.609
Italy,2024-04-27,3290.609
Italy,2024-04-28,3290.609
Italy,2024-04-29,3290.7598
Italy,2024-04-30,3290.7598
Italy,2024-05-01,3290.7598
Italy,2024-05-02,3290.7598
Italy,2024-05-03,3290.7598
Italy,2024-05-04,3290.7598
Italy,2024-05-05,3290.7598
Italy,2024-05-06,3290.9612
Italy,2024-05-07,3290.9612
Italy,2024-05-08,3290.9612
Italy,2024-05-09,3290.9612
Italy,2024-05-10,3290.9612
Italy,2024-05-11,3290.9612
Italy,2024-05-12,3290.9612
Italy,2024-05-13,3291.0786
Italy,2024-05-14,3291.0786
Italy,2024-05-15,3291.0786
Italy,2024-05-16,3291.0786
Italy,2024-05-17,3291.0786
Italy,2024-05-18,3291.0786
Italy,2024-05-19,3291.0786
Italy,2024-05-20,3291.2126
Italy,2024-05-21,3291.2126
Italy,2024-05-22,3291.2126
Italy,2024-05-23,3291.2126
Italy,2024-05-24,3291.2126
Italy,2024-05-25,3291.2126
Italy,2024-05-26,3291.2126
Italy,2024-05-27,3291.3972
Italy,2024-05-28,3291.3972
Italy,2024-05-29,3291.3972
Italy,2024-05-30,3291.3972
Italy,2024-05-31,3291.3972
Italy,2024-06-01,3291.3972
Italy,2024-06-02,3291.3972
Italy,2024-06-03,3291.6487
Italy,2024-06-04,3291.6487
Italy,2024-06-05,3291.6487
Italy,2024-06-06,3291.6487
Italy,2024-06-07,3291.6487
Italy,2024-06-08,3291.6487
Italy,2024-06-09,3291.6487
Italy,2024-06-10,3291.783
Italy,2024-06-11,3291.783
Italy,2024-06-12,3291.783
Italy,2024-06-13,3291.783
Italy,2024-06-14,3291.783
Italy,2024-06-15,3291.783
Italy,2024-06-16,3291.783
Italy,2024-06-17,3292.1855
Italy,2024-06-18,3292.1855
Italy,2024-06-19,3292.1855
Italy,2024-06-20,3292.1855
Italy,2024-06-21,3292.1855
Italy,2024-06-22,3292.1855
Italy,2024-06-23,3292.1855
Italy,2024-06-24,3292.5042
Italy,2024-06-25,3292.5042
Italy,2024-06-26,3292.5042
Italy,2024-06-27,3292.5042
Italy,2024-06-28,3292.5042
Italy,2024-06-29,3292.5042
Italy,2024-06-30,3292.5042
Italy,2024-07-01,3293.0745
Italy,2024-07-02,3293.0745
Italy,2024-07-03,3293.0745
Italy,2024-07-04,3293.0745
Italy,2024-07-05,3293.0745
Italy,2024-07-06,3293.0745
Italy,2024-07-07,3293.0745
Italy,2024-07-08,3293.7288
Italy,2024-07-09,3293.7288
Italy,2024-07-10,3293.7288
Italy,2024-07-11,3293.7288
Italy,2024-07-12,3293.7288
Italy,2024-07-13,3293.7288
Italy,2024-07-14,3293.7288
Italy,2024-07-15,3294.6511
Italy,2024-07-16,3294.6511
Italy,2024-07-17,3294.6511
Italy,2024-07-18,3294.6511
Italy,2024-07-19,3294.6511
Italy,2024-07-20,3294.6511
Italy,2024-07-21,3294.6511
Italy,2024-07-22,3295.7583
Italy,2024-07-23,3295.7583
Italy,2024-07-24,3295.7583
Italy,2024-07-25,3295.7583
Italy,2024-07-26,3295.7583
Italy,2024-07-27,3295.7583
Italy,2024-07-28,3295.7583
Italy,2024-07-29,3296.9827
Italy,2024-07-30,3296.9827
Italy,2024-07-31,3296.9827
Italy,2024-08-01,3296.9827
Italy,2024-08-02,3296.9827
Italy,2024-08-03,3296.9827
Italy,2024-08-04,3296.9827
Italy,2024-08-05,3298.6265
Italy,2024-08-06,3298.6265
Italy,2024-08-07,3298.6265
Italy,2024-08-08,3298.6265
Italy,2024-08-09,3298.6265
Italy,2024-08-10,3298.6265
Italy,2024-08-11,3298.6265
Italy,2024-08-12,3300.1191
Italy,2024-08-13,3300.1191
Italy,2024-08-14,3300.1191
Italy,2024-08-15,3300.1191
Italy,2024-08-16,3300.1191
Italy,2024-08-17,3300.1191
Italy,2024-08-18,3300.1191
Italy,2024-08-19,3302.1487
Italy,2024-08-20,3302.1487
Italy,2024-08-21,3302.1487
Italy,2024-08-22,3302.1487
Italy,2024-08-23,3302.1487
Italy,2024-08-24,3302.1487
Italy,2024-08-25,3302.1487
Italy,2024-08-26,3303.6082
Italy,2024-08-27,3303.6082
Italy,2024-08-28,3303.6082
Italy,2024-08-29,3303.6082
Italy,2024-08-30,3303.6082
Italy,2024-08-31,3303.6082
Italy,2024-09-01,3303.6082
Italy,2024-09-02,3305.0674
Italy,2024-09-03,3305.0674
Italy,2024-09-04,3305.0674
Italy,2024-09-05,3305.0674
Italy,2024-09-06,3305.0674
Italy,2024-09-07,3305.0674
Italy,2024-09-08,3305.0674
Italy,2024-09-09,3305.9395
Italy,2024-09-10,3305.9395
Italy,2024-09-11,3305.9395
Italy,2024-09-12,3305.9395
Italy,2024-09-13,3305.9395
Italy,2024-09-14,3305.9395
Italy,2024-09-15,3305.9395
Italy,2024-09-16,3307.315
Italy,2024-09-17,3307.315
Italy,2024-09-18,3307.315
Italy,2024-09-19,3307.315
Italy,2024-09-20,3307.315
Italy,2024-09-21,3307.315
Italy,2024-09-22,3307.315
Italy,2024-09-23,3308.5562
Italy,2024-09-24,3308.5562
Italy,2024-09-25,3308.5562
Italy,2024-09-26,3308.5562
Italy,2024-09-27,3308.5562
Italy,2024-09-28,3308.5562
Italy,2024-09-29,3308.5562
Italy,2024-09-30,3309.982
Italy,2024-10-01,3309.982
Italy,2024-10-02,3309.982
Italy,2024-10-03,3309.982
Italy,2024-10-04,3309.982
Italy,2024-10-05,3309.982
Italy,2024-10-06,3309.982
Italy,2024-10-07,3311.8604
Italy,2024-10-08,3311.8604
Italy,2024-10-09,3311.8604
Italy,2024-10-10,3311.8604
Italy,2024-10-11,3311.8604
Italy,2024-10-12,3311.8604
Italy,2024-10-13,3311.8604
Italy,2024-10-14,3313.8396
Italy,2024-10-15,3313.8396
Italy,2024-10-16,3313.8396
Italy,2024-10-17,3313.8396
Italy,2024-10-18,3313.8396
Italy,2024-10-19,3313.8396
Italy,2024-10-20,3313.8396
Italy,2024-10-21,3315.5674
Italy,2024-10-22,3315.5674
Italy,2024-10-23,3315.5674
Italy,2024-10-24,3315.5674
Italy,2024-10-25,3315.5674
Italy,2024-10-26,3315.5674
Italy,2024-10-27,3315.5674
Italy,2024-10-28,3317.295
Italy,2024-10-29,3317.295
Italy,2024-10-30,3317.295
Italy,2024-10-31,3317.295
Italy,2024-11-01,3317.295
Italy,2024-11-02,3317.295
Italy,2024-11-03,3317.295
Italy,2024-11-04,3318.4187
Italy,2024-11-05,3318.4187
Italy,2024-11-06,3318.4187
Italy,2024-11-07,3318.4187
Italy,2024-11-08,3318.4187
Italy,2024-11-09,3318.4187
Italy,2024-11-10,3318.4187
Italy,2024-11-11,3319.2573
Italy,2024-11-12,3319.2573
Italy,2024-11-13,3319.2573
Italy,2024-11-14,3319.2573
Italy,2024-11-15,3319.2573
Italy,2024-11-16,3319.2573
Italy,2024-11-17,3319.2573
Italy,2024-11-18,3320.029
Italy,2024-11-19,3320.029
Italy,2024-11-20,3320.029
Italy,2024-11-21,3320.029
Italy,2024-11-22,3320.029
Italy,2024-11-23,3320.029
Italy,2024-11-24,3320.029
Italy,2024-11-25,3320.834
Italy,2024-11-26,3320.834
Italy,2024-11-27,3320.834
Italy,2024-11-28,3320.834
Italy,2024-11-29,3320.834
Italy,2024-11-30,3320.834
Italy,2024-12-01,3320.834
Italy,2024-12-02,3321.4211
Italy,2024-12-03,3321.4211
Italy,2024-12-04,3321.4211
Italy,2024-12-05,3321.4211
Italy,2024-12-06,3321.4211
Italy,2024-12-07,3321.4211
Italy,2024-12-08,3321.4211
Italy,2024-12-09,3321.8909
Italy,2024-12-10,3321.8909
Italy,2024-12-11,3321.8909
Italy,2024-12-12,3321.8909
Italy,2024-12-13,3321.8909
Italy,2024-12-14,3321.8909
Italy,2024-12-15,3321.8909
Italy,2024-12-16,3322.545
Italy,2024-12-17,3322.545
Italy,2024-12-18,3322.545
Italy,2024-12-19,3322.545
Italy,2024-12-20,3322.545
Italy,2024-12-21,3322.545
Italy,2024-12-22,3322.545
Italy,2024-12-23,3323.1992
Italy,2024-12-24,3323.1992
Italy,2024-12-25,3323.1992
Italy,2024-12-26,3323.1992
Italy,2024-12-27,3323.1992
Italy,2024-12-28,3323.1992
Italy,2024-12-29,3323.1992
Italy,2024-12-30,3323.7693
Italy,2024-12-31,3323.7693
Italy,2025-01-01,3323.7693
Italy,2025-01-02,3323.7693
Italy,2025-01-03,3323.7693
Italy,2025-01-04,3323.7693
Italy,2025-01-05,3323.7693
Italy,2025-01-06,3324.2893
Italy,2025-01-07,3324.2893
Italy,2025-01-08,3324.2893
