Entity,Day,"People vaccinated (cumulative, per hundred)"
High-income countries,2020-12-06,1.7396868
High-income countries,2020-12-07,1.739687
High-income countries,2020-12-08,1.7396871
High-income countries,2020-12-09,1.7396872
High-income countries,2020-12-10,1.7396873
High-income countries,2020-12-11,1.7396877
High-income countries,2020-12-12,1.7396877
High-income countries,2020-12-13,1.7396878
High-income countries,2020-12-14,1.7400602
High-income countries,2020-12-15,1.7438365
High-income countries,2020-12-16,1.7564795
High-income countries,2020-12-17,1.7783101
High-income countries,2020-12-18,1.8116044
High-income countries,2020-12-19,1.8260947
High-income countries,2020-12-20,1.8351614
High-income countries,2020-12-21,1.8681829
High-income countries,2020-12-22,1.9076304
High-income countries,2020-12-23,1.9587544
High-income countries,2020-12-24,1.9818174
High-income countries,2020-12-25,1.9865813
High-income countries,2020-12-26,2.0008297
High-income countries,2020-12-27,2.0173512
High-income countries,2020-12-28,2.077976
High-income countries,2020-12-29,2.1542149
High-income countries,2020-12-30,2.242926
High-income countries,2020-12-31,2.2983694
High-income countries,2021-01-01,2.3183985
High-income countries,2021-01-02,2.3548424
High-income countries,2021-01-03,2.3851514
High-income countries,2021-01-04,2.4663033
High-income countries,2021-01-05,2.5639136
High-income countries,2021-01-06,2.66556
High-income countries,2021-01-07,2.775884
High-income countries,2021-01-08,2.884294
High-income countries,2021-01-09,2.9435358
High-income countries,2021-01-10,2.9801428
High-income countries,2021-01-11,3.0915036
High-income countries,2021-01-12,3.2307546
High-income countries,2021-01-13,3.3934052
High-income countries,2021-01-14,3.5697298
High-income countries,2021-01-15,3.7408957
High-income countries,2021-01-16,3.8463814
High-income countries,2021-01-17,3.9125955
High-income countries,2021-01-18,4.028173
High-income countries,2021-01-19,4.191167
High-income countries,2021-01-20,4.370974
High-income countries,2021-01-21,4.5689
High-income countries,2021-01-22,4.770447
High-income countries,2021-01-23,4.9005523
High-income countries,2021-01-24,4.968667
High-income countries,2021-01-25,5.100244
High-income countries,2021-01-26,5.2562523
High-income countries,2021-01-27,5.4290195
High-income countries,2021-01-28,5.619685
High-income countries,2021-01-29,5.8064146
High-income countries,2021-01-30,5.940023
High-income countries,2021-01-31,6.015265
High-income countries,2021-02-01,6.1385226
High-income countries,2021-02-02,6.28528
High-income countries,2021-02-03,6.4772496
High-income countries,2021-02-04,6.683688
High-income countries,2021-02-05,6.8795366
High-income countries,2021-02-06,7.01627
High-income countries,2021-02-07,7.081805
High-income countries,2021-02-08,7.2275844
High-income countries,2021-02-09,7.401477
High-income countries,2021-02-10,7.603875
High-income countries,2021-02-11,7.817938
High-income countries,2021-02-12,8.034201
High-income countries,2021-02-13,8.17789
High-income countries,2021-02-14,8.252348
High-income countries,2021-02-15,8.386023
High-income countries,2021-02-16,8.545098
High-income countries,2021-02-17,8.730941
High-income countries,2021-02-18,8.915258
High-income countries,2021-02-19,9.08315
High-income countries,2021-02-20,9.20591
High-income countries,2021-02-21,9.279604
High-income countries,2021-02-22,9.415448
High-income countries,2021-02-23,9.590564
High-income countries,2021-02-24,9.811193
High-income countries,2021-02-25,10.063723
High-income countries,2021-02-26,10.324517
High-income countries,2021-02-27,10.51441
High-income countries,2021-02-28,10.617702
High-income countries,2021-03-01,10.816481
High-income countries,2021-03-02,11.062384
High-income countries,2021-03-03,11.342072
High-income countries,2021-03-04,11.662367
High-income countries,2021-03-05,11.98027
High-income countries,2021-03-06,12.2110405
High-income countries,2021-03-07,12.343634
High-income countries,2021-03-08,12.585103
High-income countries,2021-03-09,12.871575
High-income countries,2021-03-10,13.190707
High-income countries,2021-03-11,13.537562
High-income countries,2021-03-12,13.875255
High-income countries,2021-03-13,14.120578
High-income countries,2021-03-14,14.254831
High-income countries,2021-03-15,14.5064335
High-income countries,2021-03-16,14.801958
High-income countries,2021-03-17,15.1225815
High-income countries,2021-03-18,15.466455
High-income countries,2021-03-19,15.811749
High-income countries,2021-03-20,16.076544
High-income countries,2021-03-21,16.224758
High-income countries,2021-03-22,16.492287
High-income countries,2021-03-23,16.812365
High-income countries,2021-03-24,17.169895
High-income countries,2021-03-25,17.540918
High-income countries,2021-03-26,17.912395
High-income countries,2021-03-27,18.166592
High-income countries,2021-03-28,18.32431
High-income countries,2021-03-29,18.60998
High-income countries,2021-03-30,18.94156
High-income countries,2021-03-31,19.326925
High-income countries,2021-04-01,19.72564
High-income countries,2021-04-02,20.030136
High-income countries,2021-04-03,20.250132
High-income countries,2021-04-04,20.363403
High-income countries,2021-04-05,20.60724
High-income countries,2021-04-06,20.972412
High-income countries,2021-04-07,21.40481
High-income countries,2021-04-08,21.866093
High-income countries,2021-04-09,22.3113
High-income countries,2021-04-10,22.628141
High-income countries,2021-04-11,22.813782
High-income countries,2021-04-12,23.134253
High-income countries,2021-04-13,23.504227
High-income countries,2021-04-14,23.907875
High-income countries,2021-04-15,24.319994
High-income countries,2021-04-16,24.710112
High-income countries,2021-04-17,24.977856
High-income countries,2021-04-18,25.15409
High-income countries,2021-04-19,25.433271
High-income countries,2021-04-20,25.768177
High-income countries,2021-04-21,26.1517
High-income countries,2021-04-22,26.541397
High-income countries,2021-04-23,26.91575
High-income countries,2021-04-24,27.17864
High-income countries,2021-04-25,27.355604
High-income countries,2021-04-26,27.655128
High-income countries,2021-04-27,28.016108
High-income countries,2021-04-28,28.423391
High-income countries,2021-04-29,28.819273
High-income countries,2021-04-30,29.199005
High-income countries,2021-05-01,29.42427
High-income countries,2021-05-02,29.573067
High-income countries,2021-05-03,29.817087
High-income countries,2021-05-04,30.145016
High-income countries,2021-05-05,30.501476
High-income countries,2021-05-06,30.89094
High-income countries,2021-05-07,31.2438
High-income countries,2021-05-08,31.489004
High-income countries,2021-05-09,31.654203
High-income countries,2021-05-10,31.939224
High-income countries,2021-05-11,32.29246
High-income countries,2021-05-12,32.67967
High-income countries,2021-05-13,33.02872
High-income countries,2021-05-14,33.407326
High-income countries,2021-05-15,33.701378
High-income countries,2021-05-16,33.90483
High-income countries,2021-05-17,34.22802
High-income countries,2021-05-18,34.608734
High-income countries,2021-05-19,35.016155
High-income countries,2021-05-20,35.41702
High-income countries,2021-05-21,35.7878
High-income countries,2021-05-22,36.06563
High-income countries,2021-05-23,36.254097
High-income countries,2021-05-24,36.55054
High-income countries,2021-05-25,36.88561
High-income countries,2021-05-26,37.27149
High-income countries,2021-05-27,37.692795
High-income countries,2021-05-28,38.08591
High-income countries,2021-05-29,38.353928
High-income countries,2021-05-30,38.53768
High-income countries,2021-05-31,38.84052
High-income countries,2021-06-01,39.240284
High-income countries,2021-06-02,39.658764
High-income countries,2021-06-03,40.048508
High-income countries,2021-06-04,40.447426
High-income countries,2021-06-05,40.75545
High-income countries,2021-06-06,40.974613
High-income countries,2021-06-07,41.369827
High-income countries,2021-06-08,41.783
High-income countries,2021-06-09,42.207367
High-income countries,2021-06-10,42.640602
High-income countries,2021-06-11,43.04815
High-income countries,2021-06-12,43.34684
High-income countries,2021-06-13,43.54235
High-income countries,2021-06-14,43.87684
High-income countries,2021-06-15,44.26027
High-income countries,2021-06-16,44.64492
High-income countries,2021-06-17,45.013515
High-income countries,2021-06-18,45.366184
High-income countries,2021-06-19,45.6313
High-income countries,2021-06-20,45.818275
High-income countries,2021-06-21,46.07426
High-income countries,2021-06-22,46.385014
High-income countries,2021-06-23,46.71324
High-income countries,2021-06-24,47.027996
High-income countries,2021-06-25,47.325306
High-income countries,2021-06-26,47.55373
High-income countries,2021-06-27,47.73789
High-income countries,2021-06-28,48.00342
High-income countries,2021-06-29,48.302864
High-income countries,2021-06-30,48.622284
High-income countries,2021-07-01,48.92441
High-income countries,2021-07-02,49.201828
High-income countries,2021-07-03,49.43636
High-income countries,2021-07-04,49.62451
High-income countries,2021-07-05,49.892715
High-income countries,2021-07-06,50.185295
High-income countries,2021-07-07,50.4938
High-income countries,2021-07-08,50.797604
High-income countries,2021-07-09,51.079433
High-income countries,2021-07-10,51.298172
High-income countries,2021-07-11,51.460316
High-income countries,2021-07-12,51.71132
High-income countries,2021-07-13,51.992813
High-income countries,2021-07-14,52.273922
High-income countries,2021-07-15,52.57016
High-income countries,2021-07-16,52.835194
High-income countries,2021-07-17,53.03012
High-income countries,2021-07-18,53.17063
High-income countries,2021-07-19,53.388294
High-income countries,2021-07-20,53.648155
High-income countries,2021-07-21,53.910576
High-income countries,2021-07-22,54.1423
High-income countries,2021-07-23,54.365547
High-income countries,2021-07-24,54.53236
High-income countries,2021-07-25,54.65768
High-income countries,2021-07-26,54.929836
High-income countries,2021-07-27,55.21124
High-income countries,2021-07-28,55.507298
High-income countries,2021-07-29,55.797867
High-income countries,2021-07-30,56.08896
High-income countries,2021-07-31,56.294514
High-income countries,2021-08-01,56.444675
High-income countries,2021-08-02,56.713287
High-income countries,2021-08-03,56.983757
High-income countries,2021-08-04,57.240562
High-income countries,2021-08-05,57.507637
High-income countries,2021-08-06,57.769104
High-income countries,2021-08-07,57.966747
High-income countries,2021-08-08,58.112392
High-income countries,2021-08-09,58.32711
High-income countries,2021-08-10,58.57444
High-income countries,2021-08-11,58.82261
High-income countries,2021-08-12,59.066372
High-income countries,2021-08-13,59.276608
High-income countries,2021-08-14,59.428925
High-income countries,2021-08-15,59.540657
High-income countries,2021-08-16,59.77807
High-income countries,2021-08-17,60.044117
High-income countries,2021-08-18,60.292995
High-income countries,2021-08-19,60.535667
High-income countries,2021-08-20,60.790516
High-income countries,2021-08-21,60.98341
High-income countries,2021-08-22,61.113506
High-income countries,2021-08-23,61.341877
High-income countries,2021-08-24,61.57767
High-income countries,2021-08-25,61.819214
High-income countries,2021-08-26,62.06918
High-income countries,2021-08-27,62.320267
High-income countries,2021-08-28,62.50322
High-income countries,2021-08-29,62.633423
High-income countries,2021-08-30,62.822323
High-income countries,2021-08-31,63.02879
High-income countries,2021-09-01,63.22509
High-income countries,2021-09-02,63.395653
High-income countries,2021-09-03,63.608173
High-income countries,2021-09-04,63.783802
High-income countries,2021-09-05,63.9081
High-income countries,2021-09-06,64.096214
High-income countries,2021-09-07,64.30832
High-income countries,2021-09-08,64.50283
High-income countries,2021-09-09,64.715294
High-income countries,2021-09-10,64.952194
High-income countries,2021-09-11,65.12408
High-income countries,2021-09-12,65.23075
High-income countries,2021-09-13,65.435936
High-income countries,2021-09-14,65.62646
High-income countries,2021-09-15,65.8017
High-income countries,2021-09-16,65.97822
High-income countries,2021-09-17,66.177795
High-income countries,2021-09-18,66.338036
High-income countries,2021-09-19,66.433784
High-income countries,2021-09-20,66.535576
High-income countries,2021-09-21,66.65743
High-income countries,2021-09-22,66.79076
High-income countries,2021-09-23,66.9506
High-income countries,2021-09-24,67.13684
High-income countries,2021-09-25,67.27585
High-income countries,2021-09-26,67.36137
High-income countries,2021-09-27,67.52795
High-income countries,2021-09-28,67.69016
High-income countries,2021-09-29,67.84879
High-income countries,2021-09-30,68.00873
High-income countries,2021-10-01,68.15948
High-income countries,2021-10-02,68.26803
High-income countries,2021-10-03,68.34271
High-income countries,2021-10-04,68.43994
High-income countries,2021-10-05,68.54752
High-income countries,2021-10-06,68.65193
High-income countries,2021-10-07,68.75553
High-income countries,2021-10-08,68.86252
High-income countries,2021-10-09,68.950294
High-income countries,2021-10-10,69.01373
High-income countries,2021-10-11,69.10035
High-income countries,2021-10-12,69.20042
High-income countries,2021-10-13,69.29596
High-income countries,2021-10-14,69.40338
High-income countries,2021-10-15,69.521194
High-income countries,2021-10-16,69.61082
High-income countries,2021-10-17,69.667656
High-income countries,2021-10-18,69.76337
High-income countries,2021-10-19,69.85355
High-income countries,2021-10-20,69.94485
High-income countries,2021-10-21,70.02917
High-income countries,2021-10-22,70.127716
High-income countries,2021-10-23,70.20803
High-income countries,2021-10-24,70.260925
High-income countries,2021-10-25,70.35235
High-income countries,2021-10-26,70.44046
High-income countries,2021-10-27,70.52662
High-income countries,2021-10-28,70.6196
High-income countries,2021-10-29,70.717766
High-income countries,2021-10-30,70.781975
High-income countries,2021-10-31,70.827194
High-income countries,2021-11-01,70.888145
High-income countries,2021-11-02,70.9517
High-income countries,2021-11-03,71.021965
High-income countries,2021-11-04,71.09466
High-income countries,2021-11-05,71.18052
High-income countries,2021-11-06,71.25029
High-income countries,2021-11-07,71.292404
High-income countries,2021-11-08,71.379295
High-income countries,2021-11-09,71.46762
High-income countries,2021-11-10,71.5708
High-income countries,2021-11-11,71.66121
High-income countries,2021-11-12,71.76228
High-income countries,2021-11-13,71.84145
High-income countries,2021-11-14,71.88151
High-income countries,2021-11-15,71.9591
High-income countries,2021-11-16,72.04023
High-income countries,2021-11-17,72.12539
High-income countries,2021-11-18,72.20786
High-income countries,2021-11-19,72.299095
High-income countries,2021-11-20,72.37009
High-income countries,2021-11-21,72.404205
High-income countries,2021-11-22,72.482346
High-income countries,2021-11-23,72.56414
High-income countries,2021-11-24,72.64296
High-income countries,2021-11-25,72.691315
High-income countries,2021-11-26,72.76392
High-income countries,2021-11-27,72.82359
High-income countries,2021-11-28,72.85776
High-income countries,2021-11-29,72.92937
High-income countries,2021-11-30,73.00787
High-income countries,2021-12-01,73.08737
High-income countries,2021-12-02,73.16569
High-income countries,2021-12-03,73.2465
High-income countries,2021-12-04,73.307495
High-income countries,2021-12-05,73.345146
High-income countries,2021-12-06,73.41923
High-income countries,2021-12-07,73.49144
High-income countries,2021-12-08,73.56188
High-income countries,2021-12-09,73.638405
High-income countries,2021-12-10,73.71296
High-income countries,2021-12-11,73.76633
High-income countries,2021-12-12,73.80102
High-income countries,2021-12-13,73.87029
High-income countries,2021-12-14,73.94228
High-income countries,2021-12-15,74.01831
High-income countries,2021-12-16,74.09894
High-income countries,2021-12-17,74.19332
High-income countries,2021-12-18,74.26758
High-income countries,2021-12-19,74.315125
High-income countries,2021-12-20,74.40193
High-income countries,2021-12-21,74.494995
High-income countries,2021-12-22,74.58453
High-income countries,2021-12-23,74.651375
High-income countries,2021-12-24,74.67955
High-income countries,2021-12-25,74.69025
High-income countries,2021-12-26,74.71136
High-income countries,2021-12-27,74.777435
High-income countries,2021-12-28,74.84917
High-income countries,2021-12-29,74.92458
High-income countries,2021-12-30,74.99258
High-income countries,2021-12-31,75.02468
High-income countries,2022-01-01,75.03828
High-income countries,2022-01-02,75.06786
High-income countries,2022-01-03,75.131485
High-income countries,2022-01-04,75.20524
High-income countries,2022-01-05,75.27621
High-income countries,2022-01-06,75.338715
High-income countries,2022-01-07,75.41343
High-income countries,2022-01-08,75.47223
High-income countries,2022-01-09,75.50814
High-income countries,2022-01-10,75.57202
High-income countries,2022-01-11,75.64424
High-income countries,2022-01-12,75.71951
High-income countries,2022-01-13,75.793396
High-income countries,2022-01-14,75.86952
High-income countries,2022-01-15,75.930046
High-income countries,2022-01-16,75.96562
High-income countries,2022-01-17,76.02175
High-income countries,2022-01-18,76.08106
High-income countries,2022-01-19,76.15526
High-income countries,2022-01-20,76.21483
High-income countries,2022-01-21,76.27471
High-income countries,2022-01-22,76.32604
High-income countries,2022-01-23,76.35719
High-income countries,2022-01-24,76.40688
High-income countries,2022-01-25,76.45736
High-income countries,2022-01-26,76.50468
High-income countries,2022-01-27,76.552055
High-income countries,2022-01-28,76.6016
High-income countries,2022-01-29,76.636185
High-income countries,2022-01-30,76.65827
High-income countries,2022-01-31,76.70062
High-income countries,2022-02-01,76.733376
High-income countries,2022-02-02,76.76599
High-income countries,2022-02-03,76.79779
High-income countries,2022-02-04,76.83431
High-income countries,2022-02-05,76.8617
High-income countries,2022-02-06,76.87737
High-income countries,2022-02-07,76.905624
High-income countries,2022-02-08,76.93609
High-income countries,2022-02-09,76.96619
High-income countries,2022-02-10,76.99531
High-income countries,2022-02-11,77.02415
High-income countries,2022-02-12,77.046555
High-income countries,2022-02-13,77.05902
High-income countries,2022-02-14,77.08144
High-income countries,2022-02-15,77.10586
High-income countries,2022-02-16,77.131004
High-income countries,2022-02-17,77.15435
High-income countries,2022-02-18,77.18011
High-income countries,2022-02-19,77.19875
High-income countries,2022-02-20,77.20981
High-income countries,2022-02-21,77.229
High-income countries,2022-02-22,77.24962
High-income countries,2022-02-23,77.27055
High-income countries,2022-02-24,77.29238
High-income countries,2022-02-25,77.3133
High-income countries,2022-02-26,77.3293
High-income countries,2022-02-27,77.33883
High-income countries,2022-02-28,77.35624
High-income countries,2022-03-01,77.371376
High-income countries,2022-03-02,77.386314
High-income countries,2022-03-03,77.40079
High-income countries,2022-03-04,77.41718
High-income countries,2022-03-05,77.43035
High-income countries,2022-03-06,77.43824
High-income countries,2022-03-07,77.45134
High-income countries,2022-03-08,77.464195
High-income countries,2022-03-09,77.47681
High-income countries,2022-03-10,77.489586
High-income countries,2022-03-11,77.507
High-income countries,2022-03-12,77.52065
High-income countries,2022-03-13,77.52828
High-income countries,2022-03-14,77.53997
High-income countries,2022-03-15,77.55191
High-income countries,2022-03-16,77.56375
High-income countries,2022-03-17,77.57464
High-income countries,2022-03-18,77.58809
High-income countries,2022-03-19,77.602036
High-income countries,2022-03-20,77.609886
High-income countries,2022-03-21,77.61922
High-income countries,2022-03-22,77.63007
High-income countries,2022-03-23,77.641075
High-income countries,2022-03-24,77.65146
High-income countries,2022-03-25,77.66475
High-income countries,2022-03-26,77.678246
High-income countries,2022-03-27,77.68572
High-income countries,2022-03-28,77.69578
High-income countries,2022-03-29,77.70565
High-income countries,2022-03-30,77.71653
High-income countries,2022-03-31,77.729
High-income countries,2022-04-01,77.743416
High-income countries,2022-04-02,77.75665
High-income countries,2022-04-03,77.76419
High-income countries,2022-04-04,77.7756
High-income countries,2022-04-05,77.78608
High-income countries,2022-04-06,77.79739
High-income countries,2022-04-07,77.80816
High-income countries,2022-04-08,77.81991
High-income countries,2022-04-09,77.83182
High-income countries,2022-04-10,77.838295
High-income countries,2022-04-11,77.84878
High-income countries,2022-04-12,77.859146
High-income countries,2022-04-13,77.870094
High-income countries,2022-04-14,77.88122
High-income countries,2022-04-15,77.89216
High-income countries,2022-04-16,77.90245
High-income countries,2022-04-17,77.90746
High-income countries,2022-04-18,77.91656
High-income countries,2022-04-19,77.92737
High-income countries,2022-04-20,77.93874
High-income countries,2022-04-21,77.95224
High-income countries,2022-04-22,77.964226
High-income countries,2022-04-23,77.97672
High-income countries,2022-04-24,77.98337
High-income countries,2022-04-25,77.992676
High-income countries,2022-04-26,78.00242
High-income countries,2022-04-27,78.01238
High-income countries,2022-04-28,78.02272
High-income countries,2022-04-29,78.03335
High-income countries,2022-04-30,78.044464
High-income countries,2022-05-01,78.04949
High-income countries,2022-05-02,78.05703
High-income countries,2022-05-03,78.0649
High-income countries,2022-05-04,78.07351
High-income countries,2022-05-05,78.08191
High-income countries,2022-05-06,78.09267
High-income countries,2022-05-07,78.102066
High-income countries,2022-05-08,78.10695
High-income countries,2022-05-09,78.115486
High-income countries,2022-05-10,78.12614
High-income countries,2022-05-11,78.13514
High-income countries,2022-05-12,78.14437
High-income countries,2022-05-13,78.157005
High-income countries,2022-05-14,78.1662
High-income countries,2022-05-15,78.171234
High-income countries,2022-05-16,78.17959
High-income countries,2022-05-17,78.18954
High-income countries,2022-05-18,78.19881
High-income countries,2022-05-19,78.208496
High-income countries,2022-05-20,78.22047
High-income countries,2022-05-21,78.22877
High-income countries,2022-05-22,78.23342
High-income countries,2022-05-23,78.24154
High-income countries,2022-05-24,78.25028
High-income countries,2022-05-25,78.26074
High-income countries,2022-05-26,78.27202
High-income countries,2022-05-27,78.28635
High-income countries,2022-05-28,78.29605
High-income countries,2022-05-29,78.30281
High-income countries,2022-05-30,78.31066
High-income countries,2022-05-31,78.32412
High-income countries,2022-06-01,78.338356
High-income countries,2022-06-02,78.35549
High-income countries,2022-06-03,78.3674
High-income countries,2022-06-04,78.37709
High-income countries,2022-06-05,78.384384
High-income countries,2022-06-06,78.39395
High-income countries,2022-06-07,78.402885
High-income countries,2022-06-08,78.413376
High-income countries,2022-06-09,78.42159
High-income countries,2022-06-10,78.430176
High-income countries,2022-06-11,78.43607
High-income countries,2022-06-12,78.43927
High-income countries,2022-06-13,78.44491
High-income countries,2022-06-14,78.450676
High-income countries,2022-06-15,78.45657
High-income countries,2022-06-16,78.46237
High-income countries,2022-06-17,78.468925
High-income countries,2022-06-18,78.47401
High-income countries,2022-06-19,78.476616
High-income countries,2022-06-20,78.48159
High-income countries,2022-06-21,78.4878
High-income countries,2022-06-22,78.495224
High-income countries,2022-06-23,78.5033
High-income countries,2022-06-24,78.51245
High-income countries,2022-06-25,78.52066
High-income countries,2022-06-26,78.52434
High-income countries,2022-06-27,78.53145
High-income countries,2022-06-28,78.53937
High-income countries,2022-06-29,78.54754
High-income countries,2022-06-30,78.55591
High-income countries,2022-07-01,78.56509
High-income countries,2022-07-02,78.570724
High-income countries,2022-07-03,78.573944
High-income countries,2022-07-04,78.57693
High-income countries,2022-07-05,78.584854
High-income countries,2022-07-06,78.593285
High-income countries,2022-07-07,78.60174
High-income countries,2022-07-08,78.610756
High-income countries,2022-07-09,78.61742
High-income countries,2022-07-10,78.621254
High-income countries,2022-07-11,78.62794
High-income countries,2022-07-12,78.63537
High-income countries,2022-07-13,78.64326
High-income countries,2022-07-14,78.65098
High-income countries,2022-07-15,78.6599
High-income countries,2022-07-16,78.66605
High-income countries,2022-07-17,78.66915
High-income countries,2022-07-18,78.67624
High-income countries,2022-07-19,78.68398
High-income countries,2022-07-20,78.69148
High-income countries,2022-07-21,78.69915
High-income countries,2022-07-22,78.70894
High-income countries,2022-07-23,78.71558
High-income countries,2022-07-24,78.71958
High-income countries,2022-07-25,78.7271
High-income countries,2022-07-26,78.73483
High-income countries,2022-07-27,78.74239
High-income countries,2022-07-28,78.75037
High-income countries,2022-07-29,78.760155
High-income countries,2022-07-30,78.76707
High-income countries,2022-07-31,78.771095
High-income countries,2022-08-01,78.7788
High-income countries,2022-08-02,78.78637
High-income countries,2022-08-03,78.79365
High-income countries,2022-08-04,78.80049
High-income countries,2022-08-05,78.808525
High-income countries,2022-08-06,78.81426
High-income countries,2022-08-07,78.817154
High-income countries,2022-08-08,78.82361
High-income countries,2022-08-09,78.83019
High-income countries,2022-08-10,78.83641
High-income countries,2022-08-11,78.84236
High-income countries,2022-08-12,78.84933
High-income countries,2022-08-13,78.85383
High-income countries,2022-08-14,78.85666
High-income countries,2022-08-15,78.86251
High-income countries,2022-08-16,78.869
High-income countries,2022-08-17,78.875824
High-income countries,2022-08-18,78.883286
High-income countries,2022-08-19,78.89139
High-income countries,2022-08-20,78.896706
High-income countries,2022-08-21,78.8996
High-income countries,2022-08-22,78.90531
High-income countries,2022-08-23,78.91192
High-income countries,2022-08-24,78.919136
High-income countries,2022-08-25,78.92591
High-income countries,2022-08-26,78.933586
High-income countries,2022-08-27,78.93898
High-income countries,2022-08-28,78.94234
High-income countries,2022-08-29,78.94892
High-income countries,2022-08-30,78.955795
High-income countries,2022-08-31,78.962715
High-income countries,2022-09-01,78.96937
High-income countries,2022-09-02,78.97571
High-income countries,2022-09-03,78.98031
High-income countries,2022-09-04,78.9831
High-income countries,2022-09-05,78.98646
High-income countries,2022-09-06,78.99191
High-income countries,2022-09-07,78.99987
High-income countries,2022-09-08,79.00807
High-income countries,2022-09-09,79.017235
High-income countries,2022-09-10,79.02219
High-income countries,2022-09-11,79.02537
High-income countries,2022-09-12,79.03351
High-income countries,2022-09-13,79.04098
High-income countries,2022-09-14,79.049164
High-income countries,2022-09-15,79.0573
High-income countries,2022-09-16,79.06672
High-income countries,2022-09-17,79.07191
High-income countries,2022-09-18,79.075294
High-income countries,2022-09-19,79.083565
High-income countries,2022-09-20,79.091286
High-income countries,2022-09-21,79.09968
High-income countries,2022-09-22,79.10815
High-income countries,2022-09-23,79.11772
High-income countries,2022-09-24,79.12261
High-income countries,2022-09-25,79.125755
High-income countries,2022-09-26,79.13458
High-income countries,2022-09-27,79.14223
High-income countries,2022-09-28,79.15055
High-income countries,2022-09-29,79.15894
High-income countries,2022-09-30,79.16837
High-income countries,2022-10-01,79.17267
High-income countries,2022-10-02,79.17555
High-income countries,2022-10-03,79.18401
High-income countries,2022-10-04,79.19113
High-income countries,2022-10-05,79.19925
High-income countries,2022-10-06,79.20759
High-income countries,2022-10-07,79.21677
High-income countries,2022-10-08,79.22198
High-income countries,2022-10-09,79.22485
High-income countries,2022-10-10,79.23288
High-income countries,2022-10-11,79.23992
High-income countries,2022-10-12,79.24848
High-income countries,2022-10-13,79.2573
High-income countries,2022-10-14,79.26662
High-income countries,2022-10-15,79.27109
High-income countries,2022-10-16,79.274025
High-income countries,2022-10-17,79.28289
High-income countries,2022-10-18,79.29058
High-income countries,2022-10-19,79.29923
High-income countries,2022-10-20,79.3102
High-income countries,2022-10-21,79.319466
High-income countries,2022-10-22,79.32383
High-income countries,2022-10-23,79.32673
High-income countries,2022-10-24,79.33564
High-income countries,2022-10-25,79.34334
High-income countries,2022-10-26,79.35206
High-income countries,2022-10-27,79.36455
High-income countries,2022-10-28,79.37346
High-income countries,2022-10-29,79.37768
High-income countries,2022-10-30,79.380264
High-income countries,2022-10-31,79.38794
High-income countries,2022-11-01,79.39457
High-income countries,2022-11-02,79.402054
High-income countries,2022-11-03,79.41476
High-income countries,2022-11-04,79.423225
High-income countries,2022-11-05,79.427635
High-income countries,2022-11-06,79.43026
High-income countries,2022-11-07,79.43634
High-income countries,2022-11-08,79.44248
High-income countries,2022-11-09,79.448586
High-income countries,2022-11-10,79.454765
High-income countries,2022-11-11,79.46122
High-income countries,2022-11-12,79.46546
High-income countries,2022-11-13,79.46821
High-income countries,2022-11-14,79.474106
High-income countries,2022-11-15,79.48994
High-income countries,2022-11-16,79.496925
High-income countries,2022-11-17,79.50736
High-income countries,2022-11-18,79.515015
High-income countries,2022-11-19,79.519226
High-income countries,2022-11-20,79.52179
High-income countries,2022-11-21,79.52898
High-income countries,2022-11-22,79.53487
High-income countries,2022-11-23,79.54027
High-income countries,2022-11-24,79.546295
High-income countries,2022-11-25,79.55117
High-income countries,2022-11-26,79.55475
High-income countries,2022-11-27,79.55697
High-income countries,2022-11-28,79.56265
High-income countries,2022-11-29,79.56779
High-income countries,2022-11-30,79.57398
High-income countries,2022-12-01,79.582504
High-income countries,2022-12-02,79.58886
High-income countries,2022-12-03,79.59273
High-income countries,2022-12-04,79.59494
High-income countries,2022-12-05,79.60078
High-income countries,2022-12-06,79.60586
High-income countries,2022-12-07,79.61128
High-income countries,2022-12-08,79.61918
High-income countries,2022-12-09,79.62502
High-income countries,2022-12-10,79.62872
High-income countries,2022-12-11,79.63134
High-income countries,2022-12-12,79.63609
High-income countries,2022-12-13,79.64074
High-income countries,2022-12-14,79.64527
High-income countries,2022-12-15,79.64961
High-income countries,2022-12-16,79.65458
High-income countries,2022-12-17,79.65812
High-income countries,2022-12-18,79.66078
High-income countries,2022-12-19,79.66917
High-income countries,2022-12-20,79.67412
High-income countries,2022-12-21,79.679245
High-income countries,2022-12-22,79.68707
High-income countries,2022-12-23,79.69088
High-income countries,2022-12-24,79.692825
High-income countries,2022-12-25,79.69385
High-income countries,2022-12-26,79.696594
High-income countries,2022-12-27,79.70097
High-income countries,2022-12-28,79.70547
High-income countries,2022-12-29,79.7099
High-income countries,2022-12-30,79.7139
High-income countries,2022-12-31,79.71546
High-income countries,2023-01-01,79.71636
High-income countries,2023-01-02,79.71897
High-income countries,2023-01-03,79.72266
High-income countries,2023-01-04,79.7262
High-income countries,2023-01-05,79.73163
High-income countries,2023-01-06,79.73633
High-income countries,2023-01-07,79.73953
High-income countries,2023-01-08,79.741325
High-income countries,2023-01-09,79.74523
High-income countries,2023-01-10,79.74895
High-income countries,2023-01-11,79.752975
High-income countries,2023-01-12,79.75775
High-income countries,2023-01-13,79.76207
High-income countries,2023-01-14,79.76454
High-income countries,2023-01-15,79.76599
High-income countries,2023-01-16,79.769005
High-income countries,2023-01-17,79.77206
