Entity,Day,Case fatality rate of COVID-19 (%)
Brazil,2024-09-23,1.8717144
Brazil,2024-09-24,1.8717144
Brazil,2024-09-25,1.8717144
Brazil,2024-09-26,1.8717144
Brazil,2024-09-27,1.8717144
Brazil,2024-09-28,1.8717144
Brazil,2024-09-29,1.8717144
Brazil,2024-09-30,1.8717144
Brazil,2024-10-01,1.8717144
Brazil,2024-10-02,1.8717144
Brazil,2024-10-03,1.8717144
Brazil,2024-10-04,1.8717144
Brazil,2024-10-05,1.8717144
Brazil,2024-10-06,1.8717144
Brazil,2024-10-07,1.8717144
Brazil,2024-10-08,1.8717144
Brazil,2024-10-09,1.8717144
Brazil,2024-10-10,1.8717144
Brazil,2024-10-11,1.8717144
Brazil,2024-10-12,1.8717144
Brazil,2024-10-13,1.8717144
Brazil,2024-10-14,1.8717144
Brazil,2024-10-15,1.8717144
Brazil,2024-10-16,1.8717144
Brazil,2024-10-17,1.8717144
Brazil,2024-10-18,1.8717144
Brazil,2024-10-19,1.8717144
Brazil,2024-10-20,1.8717144
Brazil,2024-10-21,1.8717144
Brazil,2024-10-22,1.8717144
Brazil,2024-10-23,1.8717144
Brazil,2024-10-24,1.8717144
Brazil,2024-10-25,1.8717144
Brazil,2024-10-26,1.8717144
Brazil,2024-10-27,1.8717144
Brazil,2024-10-28,1.8717144
Brazil,2024-10-29,1.8717144
Brazil,2024-10-30,1.8717144
Brazil,2024-10-31,1.8717144
Brazil,2024-11-01,1.8717144
Brazil,2024-11-02,1.8717144
Brazil,2024-11-03,1.8717144
Brazil,2024-11-04,1.8717144
Brazil,2024-11-05,1.8717144
Brazil,2024-11-06,1.8717144
Brazil,2024-11-07,1.8717144
Brazil,2024-11-08,1.8717144
Brazil,2024-11-09,1.8717144
Brazil,2024-11-10,1.8717144
Brazil,2024-11-11,1.8717144
Brazil,2024-11-12,1.8717144
Brazil,2024-11-13,1.8717144
Brazil,2024-11-14,1.8717144
Brazil,2024-11-15,1.8717144
Brazil,2024-11-16,1.8717144
Brazil,2024-11-17,1.8717144
Brazil,2024-11-18,1.8717144
Brazil,2024-11-19,1.8717144
Brazil,2024-11-20,1.8717144
Brazil,2024-11-21,1.8717144
Brazil,2024-11-22,1.8717144
Brazil,2024-11-23,1.8717144
Brazil,2024-11-24,1.8717144
Brazil,2024-11-25,1.8717144
Brazil,2024-11-26,1.8717144
Brazil,2024-11-27,1.8717144
Brazil,2024-11-28,1.8717144
Brazil,2024-11-29,1.8717144
Brazil,2024-11-30,1.8717144
Brazil,2024-12-01,1.8717144
Brazil,2024-12-02,1.8717144
Brazil,2024-12-03,1.8717144
Brazil,2024-12-04,1.8717144
Brazil,2024-12-05,1.8717144
Brazil,2024-12-06,1.8717144
Brazil,2024-12-07,1.8717144
Brazil,2024-12-08,1.8717144
Brazil,2024-12-09,1.8717144
Brazil,2024-12-10,1.8717144
Brazil,2024-12-11,1.8717144
Brazil,2024-12-12,1.8717144
Brazil,2024-12-13,1.8717144
Brazil,2024-12-14,1.8717144
Brazil,2024-12-15,1.8717144
Brazil,2024-12-16,1.8717144
Brazil,2024-12-17,1.8717144
Brazil,2024-12-18,1.8717144
Brazil,2024-12-19,1.8717144
Brazil,2024-12-20,1.8717144
Brazil,2024-12-21,1.8717144
Brazil,2024-12-22,1.8717144
Brazil,2024-12-23,1.8717144
Brazil,2024-12-24,1.8717144
Brazil,2024-12-25,1.8717144
Brazil,2024-12-26,1.8717144
Brazil,2024-12-27,1.8717144
Brazil,2024-12-28,1.8717144
Brazil,2024-12-29,1.8717144
Brazil,2024-12-30,1.8717144
Brazil,2024-12-31,1.8711944
Brazil,2025-01-01,1.8711944
Brazil,2025-01-02,1.8711944
Brazil,2025-01-03,1.8711944
Brazil,2025-01-04,1.8711944
Brazil,2025-01-05,1.8711944
Brazil,2025-01-06,1.8711944
Brazil,2025-01-07,1.8704041
Brazil,2025-01-08,1.8704041
Brazil,2025-01-09,1.8704041
Brazil,2025-01-10,1.8704041
Brazil,2025-01-11,1.8704041
Brazil,2025-01-12,1.8704041
Brazil,2025-01-13,1.8704041
Brazil,2025-01-14,1.869674
Brazil,2025-01-15,1.869674
Brazil,2025-01-16,1.869674
Brazil,2025-01-17,1.869674
Brazil,2025-01-18,1.869674
Brazil,2025-01-19,1.869674
Brazil,2025-01-20,1.869674
Brazil,2025-01-21,1.8689353
Brazil,2025-01-22,1.8689353
Brazil,2025-01-23,1.8689353
Brazil,2025-01-24,1.8689353
Brazil,2025-01-25,1.8689353
Brazil,2025-01-26,1.8689353
Brazil,2025-01-27,1.8689353
Brazil,2025-01-28,1.8682114
Brazil,2025-01-29,1.8682114
Brazil,2025-01-30,1.8682114
Brazil,2025-01-31,1.8682114
Brazil,2025-02-01,1.8682114
Brazil,2025-02-02,1.8682114
Brazil,2025-02-03,1.8682114
Brazil,2025-02-04,1.8673935
Brazil,2025-02-05,1.8673935
Brazil,2025-02-06,1.8673935
Brazil,2025-02-07,1.8673935
Brazil,2025-02-08,1.8673935
Brazil,2025-02-09,1.8673935
Brazil,2025-02-10,1.8673935
Brazil,2025-02-11,1.8662908
Brazil,2025-02-12,1.8662908
Brazil,2025-02-13,1.8662908
Brazil,2025-02-14,1.8662908
Brazil,2025-02-15,1.8662908
Brazil,2025-02-16,1.8662908
Brazil,2025-02-17,1.8662908
Brazil,2025-02-18,1.8652753
Brazil,2025-02-19,1.8652753
Brazil,2025-02-20,1.8652753
Brazil,2025-02-21,1.8652753
Brazil,2025-02-22,1.8652753
Brazil,2025-02-23,1.8652753
Brazil,2025-02-24,1.8652753
Brazil,2025-02-25,1.8646442
Brazil,2025-02-26,1.8646442
Brazil,2025-02-27,1.8646442
Brazil,2025-02-28,1.8646442
Brazil,2025-03-01,1.8646442
Brazil,2025-03-02,1.8646442
Brazil,2025-03-03,1.8646442
Brazil,2025-03-04,1.8642561
Brazil,2025-03-05,1.8642561
Brazil,2025-03-06,1.8642561
Brazil,2025-03-07,1.8642561
Brazil,2025-03-08,1.8642561
Brazil,2025-03-09,1.8642561
Brazil,2025-03-10,1.8642561
Brazil,2025-03-11,1.8639431
Brazil,2025-03-12,1.8639431
Brazil,2025-03-13,1.8639431
Brazil,2025-03-14,1.8639431
Brazil,2025-03-15,1.8639431
Brazil,2025-03-16,1.8639431
Brazil,2025-03-17,1.8639431
Brazil,2025-03-18,1.8637744
Brazil,2025-03-19,1.8637744
Brazil,2025-03-20,1.8637744
Brazil,2025-03-21,1.8637744
Brazil,2025-03-22,1.8637744
Brazil,2025-03-23,1.8637744
Brazil,2025-03-24,1.8637744
Brazil,2025-03-25,1.8637048
Brazil,2025-03-26,1.8637048
Brazil,2025-03-27,1.8637048
Brazil,2025-03-28,1.8637048
Brazil,2025-03-29,1.8637048
Brazil,2025-03-30,1.8637048
Canada,2020-01-26,0
Canada,2020-01-27,0
Canada,2020-01-28,0
Canada,2020-01-29,0
Canada,2020-01-30,0
Canada,2020-01-31,0
Canada,2020-02-01,0
Canada,2020-02-02,0
Canada,2020-02-03,0
Canada,2020-02-04,0
Canada,2020-02-05,0
Canada,2020-02-06,0
Canada,2020-02-07,0
Canada,2020-02-08,0
Canada,2020-02-09,0
Canada,2020-02-10,0
Canada,2020-02-11,0
Canada,2020-02-12,0
Canada,2020-02-13,0
Canada,2020-02-14,0
Canada,2020-02-15,0
Canada,2020-02-16,0
Canada,2020-02-17,0
Canada,2020-02-18,0
Canada,2020-02-19,0
Canada,2020-02-20,0
Canada,2020-02-21,0
Canada,2020-02-22,0
Canada,2020-02-23,0
Canada,2020-02-24,0
Canada,2020-02-25,0
Canada,2020-02-26,0
Canada,2020-02-27,0
Canada,2020-02-28,0
Canada,2020-02-29,0
Canada,2020-03-01,0
Canada,2020-03-02,0
Canada,2020-03-03,0
Canada,2020-03-04,0
Canada,2020-03-05,0
Canada,2020-03-06,0
Canada,2020-03-07,0
Canada,2020-03-08,0
Canada,2020-03-09,0
Canada,2020-03-10,1.6129032
Canada,2020-03-11,1.2987013
Canada,2020-03-12,0.9708738
Canada,2020-03-13,0.9708738
Canada,2020-03-14,0.7246377
Canada,2020-03-15,0.5681818
Canada,2020-03-16,0.5181347
Canada,2020-03-17,0.40160644
Canada,2020-03-18,1.2345679
Canada,2020-03-19,1.6509434
Canada,2020-03-20,1.4059753
Canada,2020-03-21,1.1820331
Canada,2020-03-22,1.1328527
Canada,2020-03-23,1.1520737
Canada,2020-03-24,1.048951
Canada,2020-03-25,1.0935601
Canada,2020-03-26,0.9698826
Canada,2020-03-27,0.6499261
Canada,2020-03-28,0.5973121
Canada,2020-03-29,0.7486631
Canada,2020-03-30,0.76123285
Canada,2020-03-31,0.67146283
Canada,2020-04-01,0.75431037
Canada,2020-04-02,0.7380506
Canada,2020-04-03,0.7503908
Canada,2020-04-04,1.2247071
Canada,2020-04-05,1.4937295
Canada,2020-04-06,1.6640253
Canada,2020-04-07,1.8069179
Canada,2020-04-08,1.9395905
Canada,2020-04-09,2.1193311
Canada,2020-04-10,2.251738
Canada,2020-04-11,2.4484289
Canada,2020-04-12,2.5663037
Canada,2020-04-13,2.7981632
Canada,2020-04-14,2.9386415
Canada,2020-04-15,3.0354986
Canada,2020-04-16,3.3350587
Canada,2020-04-17,3.557326
Canada,2020-04-18,3.9593098
Canada,2020-04-19,4.0976405
Canada,2020-04-20,4.391122
Canada,2020-04-21,4.5347366
Canada,2020-04-22,4.5815
Canada,2020-04-23,4.7667394
Canada,2020-04-24,4.9055476
Canada,2020-04-25,5.090382
Canada,2020-04-26,5.2396474
Canada,2020-04-27,5.4277587
Canada,2020-04-28,5.4496202
Canada,2020-04-29,5.5703354
Canada,2020-04-30,5.7042885
Canada,2020-05-01,5.796034
Canada,2020-05-02,5.9671206
Canada,2020-05-03,6.143506
Canada,2020-05-04,6.271273
Canada,2020-05-05,6.173587
Canada,2020-05-06,6.3247805
Canada,2020-05-07,6.497945
Canada,2020-05-08,6.647344
Canada,2020-05-09,6.7709136
Canada,2020-05-10,6.8591733
Canada,2020-05-11,6.9123945
Canada,2020-05-12,7.055901
Canada,2020-05-13,7.1160083
Canada,2020-05-14,7.2458677
Canada,2020-05-15,7.317512
Canada,2020-05-16,7.425554
Canada,2020-05-17,7.434117
Canada,2020-05-18,7.465756
Canada,2020-05-19,7.4891872
Canada,2020-05-20,7.463394
Canada,2020-05-21,7.4524975
Canada,2020-05-22,7.505742
Canada,2020-05-23,7.544919
Canada,2020-05-24,7.556779
Canada,2020-05-25,7.5768447
Canada,2020-05-26,7.5618744
Canada,2020-05-27,7.613769
Canada,2020-05-28,7.6400113
Canada,2020-05-29,7.7078667
Canada,2020-05-30,7.747935
Canada,2020-05-31,7.783507
Canada,2020-06-01,7.821111
Canada,2020-06-02,8.000132
Canada,2020-06-03,7.967806
Canada,2020-06-04,7.981688
Canada,2020-06-05,8.034467
Canada,2020-06-06,8.127834
Canada,2020-06-07,8.1453285
Canada,2020-06-08,8.153947
Canada,2020-06-09,8.1264105
Canada,2020-06-10,8.116758
Canada,2020-06-11,8.144492
Canada,2020-06-12,8.16875
Canada,2020-06-13,8.170715
Canada,2020-06-14,8.190377
Canada,2020-06-15,8.210449
Canada,2020-06-16,8.2185955
Canada,2020-06-17,8.218003
Canada,2020-06-18,8.22977
Canada,2020-06-19,8.2390175
Canada,2020-06-20,8.254747
Canada,2020-06-21,8.266911
Canada,2020-06-22,8.297362
Canada,2020-06-23,8.2881
Canada,2020-06-24,8.269537
Canada,2020-06-25,8.26075
Canada,2020-06-26,8.266573
Canada,2020-06-27,8.25545
Canada,2020-06-28,8.245527
Canada,2020-06-29,8.233273
Canada,2020-06-30,8.221699
Canada,2020-07-01,8.211189
Canada,2020-07-02,8.211684
Canada,2020-07-03,8.214563
Canada,2020-07-04,8.214968
Canada,2020-07-05,8.210013
Canada,2020-07-06,8.202839
Canada,2020-07-07,8.195292
Canada,2020-07-08,8.172918
Canada,2020-07-09,8.172012
Canada,2020-07-10,8.175941
Canada,2020-07-11,8.157838
Canada,2020-07-12,8.14366
Canada,2020-07-13,8.1399355
Canada,2020-07-14,8.130769
Canada,2020-07-15,8.093838
Canada,2020-07-16,8.076515
Canada,2020-07-17,8.062234
Canada,2020-07-18,8.045546
Canada,2020-07-19,8.026774
Canada,2020-07-20,8.010874
Canada,2020-07-21,7.989885
Canada,2020-07-22,7.938765
Canada,2020-07-23,7.9017587
Canada,2020-07-24,7.870655
Canada,2020-07-25,7.8440247
Canada,2020-07-26,7.813204
Canada,2020-07-27,7.7926426
Canada,2020-07-28,7.771866
Canada,2020-07-29,7.7349367
Canada,2020-07-30,7.717864
Canada,2020-07-31,7.696374
Canada,2020-08-01,7.6788874
Canada,2020-08-02,7.6501746
Canada,2020-08-03,7.6364884
Canada,2020-08-04,7.621289
Canada,2020-08-05,7.613424
Canada,2020-08-06,7.573635
Canada,2020-08-07,7.5517044
Canada,2020-08-08,7.531254
Canada,2020-08-09,7.5077753
Canada,2020-08-10,7.497945
Canada,2020-08-11,7.4876924
Canada,2020-08-12,7.450236
Canada,2020-08-13,7.435676
Canada,2020-08-14,7.422059
Canada,2020-08-15,7.4046884
Canada,2020-08-16,7.3833556
Canada,2020-08-17,7.3722816
Canada,2020-08-18,7.3619633
Canada,2020-08-19,7.3198123
Canada,2020-08-20,7.313607
Canada,2020-08-21,7.2977567
Canada,2020-08-22,7.2784224
Canada,2020-08-23,7.2572603
Canada,2020-08-24,7.247912
Canada,2020-08-25,7.234019
Canada,2020-08-26,7.1987967
Canada,2020-08-27,7.185895
Canada,2020-08-28,7.1635933
Canada,2020-08-29,7.1455603
Canada,2020-08-30,7.1282697
Canada,2020-08-31,7.1080027
Canada,2020-09-01,7.0962954
Canada,2020-09-02,7.0478024
Canada,2020-09-03,7.026463
Canada,2020-09-04,7.0018396
Canada,2020-09-05,6.975853
Canada,2020-09-06,6.943046
Canada,2020-09-07,6.9249783
Canada,2020-09-08,6.9047346
Canada,2020-09-09,6.8925853
Canada,2020-09-10,6.8150554
Canada,2020-09-11,6.7888365
Canada,2020-09-12,6.763067
Canada,2020-09-13,6.7287984
Canada,2020-09-14,6.7077518
Canada,2020-09-15,6.683058
Canada,2020-09-16,6.623433
Canada,2020-09-17,6.592077
Canada,2020-09-18,6.5511246
Canada,2020-09-19,6.5040073
Canada,2020-09-20,6.4596825
Canada,2020-09-21,6.424839
Canada,2020-09-22,6.3898807
Canada,2020-09-23,6.3198433
Canada,2020-09-24,6.270157
Canada,2020-09-25,6.229992
Canada,2020-09-26,6.177982
Canada,2020-09-27,6.1260433
Canada,2020-09-28,6.0815845
Canada,2020-09-29,6.027102
Canada,2020-09-30,5.9490924
Canada,2020-10-01,5.894458
Canada,2020-10-02,5.831517
Canada,2020-10-03,5.780671
Canada,2020-10-04,5.7605176
Canada,2020-10-05,5.7292776
Canada,2020-10-06,5.6826115
Canada,2020-10-07,5.6019177
Canada,2020-10-08,5.5398283
Canada,2020-10-09,5.488583
Canada,2020-10-10,5.4198303
Canada,2020-10-11,5.358837
Canada,2020-10-12,5.3102746
Canada,2020-10-13,5.2638235
Canada,2020-10-14,5.244505
Canada,2020-10-15,5.143915
Canada,2020-10-16,5.081184
Canada,2020-10-17,5.037292
Canada,2020-10-18,4.987481
Canada,2020-10-19,4.942925
Canada,2020-10-20,4.9044147
Canada,2020-10-21,4.833273
Canada,2020-10-22,4.787224
Canada,2020-10-23,4.742198
Canada,2020-10-24,4.6947618
Canada,2020-10-25,4.6492734
Canada,2020-10-26,4.6158376
Canada,2020-10-27,4.5806646
Canada,2020-10-28,4.507454
Canada,2020-10-29,4.46594
Canada,2020-10-30,4.42492
Canada,2020-10-31,4.3860645
Canada,2020-11-01,4.3362255
Canada,2020-11-02,4.2833962
Canada,2020-11-03,4.2427773
Canada,2020-11-04,4.1961308
Canada,2020-11-05,4.1741686
Canada,2020-11-06,4.1419234
Canada,2020-11-07,4.095344
Canada,2020-11-08,4.057715
Canada,2020-11-09,4.012228
Canada,2020-11-10,3.9542942
Canada,2020-11-11,3.9097996
Canada,2020-11-12,3.8731015
Canada,2020-11-13,3.8285854
Canada,2020-11-14,3.7904713
Canada,2020-11-15,3.748808
Canada,2020-11-16,3.7025137
Canada,2020-11-17,3.6635394
Canada,2020-11-18,3.6294806
Canada,2020-11-19,3.5974393
Canada,2020-11-20,3.5752742
Canada,2020-11-21,3.547732
Canada,2020-11-22,3.5142913
Canada,2020-11-23,3.4749284
Canada,2020-11-24,3.4323564
Canada,2020-11-25,3.3929286
Canada,2020-11-26,3.372522
Canada,2020-11-27,3.350256
Canada,2020-11-28,3.321467
Canada,2020-11-29,3.2924492
Canada,2020-11-30,3.259383
Canada,2020-12-01,3.2222688
Canada,2020-12-02,3.1874523
Canada,2020-12-03,3.1642797
Canada,2020-12-04,3.1423256
Canada,2020-12-05,3.1115305
Canada,2020-12-06,3.0846963
Canada,2020-12-07,3.0585961
Canada,2020-12-08,3.0276988
Canada,2020-12-09,3.000806
Canada,2020-12-10,2.9797173
Canada,2020-12-11,2.9632761
Canada,2020-12-12,2.9461532
Canada,2020-12-13,2.9333458
Canada,2020-12-14,2.917798
Canada,2020-12-15,2.8965938
Canada,2020-12-16,2.8718593
Canada,2020-12-17,2.8553572
Canada,2020-12-18,2.84618
Canada,2020-12-19,2.8291
Canada,2020-12-20,2.8156247
Canada,2020-12-21,2.8052437
Canada,2020-12-22,2.7838745
Canada,2020-12-23,2.7624042
Canada,2020-12-24,2.7474172
Canada,2020-12-25,2.7438095
Canada,2020-12-26,2.7373686
Canada,2020-12-27,2.732359
Canada,2020-12-28,2.7222903
Canada,2020-12-29,2.7120428
Canada,2020-12-30,2.7041676
Canada,2020-12-31,2.7009535
Canada,2021-01-01,2.6821134
Canada,2021-01-02,2.665511
Canada,2021-01-03,2.6542647
Canada,2021-01-04,2.6350825
Canada,2021-01-05,2.6105485
Canada,2021-01-06,2.610627
Canada,2021-01-07,2.60442
Canada,2021-01-08,2.5913403
Canada,2021-01-09,2.5902202
Canada,2021-01-10,2.5746918
Canada,2021-01-11,2.561354
Canada,2021-01-12,2.5477293
Canada,2021-01-13,2.538975
Canada,2021-01-14,2.5369549
Canada,2021-01-15,2.5332806
Canada,2021-01-16,2.5278163
Canada,2021-01-17,2.530674
Canada,2021-01-18,2.5268688
Canada,2021-01-19,2.5237832
Canada,2021-01-20,2.5165298
Canada,2021-01-21,2.5201771
Canada,2021-01-22,2.5271022
Canada,2021-01-23,2.5279922
Canada,2021-01-24,2.5355062
Canada,2021-01-25,2.535872
Canada,2021-01-26,2.5337362
Canada,2021-01-27,2.5372803
Canada,2021-01-28,2.5453687
Canada,2021-01-29,2.548389
Canada,2021-01-30,2.548874
Canada,2021-01-31,2.5508795
Canada,2021-02-01,2.5535944
Canada,2021-02-02,2.5506089
Canada,2021-02-03,2.5515928
Canada,2021-02-04,2.5504282
Canada,2021-02-05,2.5591052
Canada,2021-02-06,2.565595
Canada,2021-02-07,2.5645685
Canada,2021-02-08,2.5639906
Canada,2021-02-09,2.5600104
Canada,2021-02-10,2.558902
Canada,2021-02-11,2.5594568
Canada,2021-02-12,2.5608675
Canada,2021-02-13,2.5610557
Canada,2021-02-14,2.5601423
Canada,2021-02-15,2.5584939
Canada,2021-02-16,2.5578618
Canada,2021-02-17,2.5544236
Canada,2021-02-18,2.553104
Canada,2021-02-19,2.549207
Canada,2021-02-20,2.546881
Canada,2021-02-21,2.5466757
Canada,2021-02-22,2.5432417
Canada,2021-02-23,2.5397162
Canada,2021-02-24,2.5367625
Canada,2021-02-25,2.5329168
Canada,2021-02-26,2.5293677
Canada,2021-02-27,2.527006
Canada,2021-02-28,2.5231357
Canada,2021-03-01,2.5186102
Canada,2021-03-02,2.5142505
Canada,2021-03-03,2.5097382
Canada,2021-03-04,2.5058808
Canada,2021-03-05,2.5040002
Canada,2021-03-06,2.5010502
Canada,2021-03-07,2.496161
Canada,2021-03-08,2.490872
Canada,2021-03-09,2.4858756
Canada,2021-03-10,2.4804308
Canada,2021-03-11,2.4758482
Canada,2021-03-12,2.4701836
Canada,2021-03-13,2.4656658
Canada,2021-03-14,2.459766
Canada,2021-03-15,2.453805
Canada,2021-03-16,2.4480333
Canada,2021-03-17,2.4430313
Canada,2021-03-18,2.437914
Canada,2021-03-19,2.4328556
Canada,2021-03-20,2.4269435
Canada,2021-03-21,2.4186084
Canada,2021-03-22,2.4109843
Canada,2021-03-23,2.4045444
Canada,2021-03-24,2.3991358
Canada,2021-03-25,2.3918653
Canada,2021-03-26,2.384188
Canada,2021-03-27,2.3744168
Canada,2021-03-28,2.3654296
Canada,2021-03-29,2.355255
Canada,2021-03-30,2.3455634
Canada,2021-03-31,2.3360662
Canada,2021-04-01,2.3270602
Canada,2021-04-02,2.3172557
Canada,2021-04-03,2.307891
Canada,2021-04-04,2.2946496
Canada,2021-04-05,2.2808185
Canada,2021-04-06,2.2686107
Canada,2021-04-07,2.2586367
Canada,2021-04-08,2.2463667
Canada,2021-04-09,2.2336702
Canada,2021-04-10,2.2200043
Canada,2021-04-11,2.2039135
Canada,2021-04-12,2.1903193
Canada,2021-04-13,2.1753924
Canada,2021-04-14,2.1605694
Canada,2021-04-15,2.1487062
Canada,2021-04-16,2.1365879
Canada,2021-04-17,2.1227765
Canada,2021-04-18,2.108556
Canada,2021-04-19,2.0962713
Canada,2021-04-20,2.0831256
Canada,2021-04-21,2.0718045
Canada,2021-04-22,2.062435
Canada,2021-04-23,2.0520086
Canada,2021-04-24,2.0418015
Canada,2021-04-25,2.0312045
Canada,2021-04-26,2.0216815
Canada,2021-04-27,2.0119183
Canada,2021-04-28,2.0029178
Canada,2021-04-29,1.9948351
Canada,2021-04-30,1.9860568
Canada,2021-05-01,1.9770815
Canada,2021-05-02,1.96766
Canada,2021-05-03,1.9573765
Canada,2021-05-04,1.947971
Canada,2021-05-05,1.9391745
Canada,2021-05-06,1.9331188
Canada,2021-05-07,1.9262109
Canada,2021-05-08,1.9169551
Canada,2021-05-09,1.9083922
Canada,2021-05-10,1.9012716
Canada,2021-05-11,1.8953133
Canada,2021-05-12,1.8891221
Canada,2021-05-13,1.883684
Canada,2021-05-14,1.878552
Canada,2021-05-15,1.8736495
Canada,2021-05-16,1.8683082
Canada,2021-05-17,1.8632724
Canada,2021-05-18,1.8585683
Canada,2021-05-19,1.8545003
Canada,2021-05-20,1.8516747
Canada,2021-05-21,1.8493922
Canada,2021-05-22,1.8457979
Canada,2021-05-23,1.8431783
Canada,2021-05-24,1.8406912
Canada,2021-05-25,1.8375435
Canada,2021-05-26,1.8363035
Canada,2021-05-27,1.8366005
Canada,2021-05-28,1.8356792
Canada,2021-05-29,1.8352103
Canada,2021-05-30,1.8331146
Canada,2021-05-31,1.8327644
Canada,2021-06-01,1.8320159
Canada,2021-06-02,1.8311735
Canada,2021-06-03,1.8303788
Canada,2021-06-04,1.8309748
Canada,2021-06-05,1.8303468
Canada,2021-06-06,1.8299361
Canada,2021-06-07,1.830473
Canada,2021-06-08,1.8293357
Canada,2021-06-09,1.8296558
Canada,2021-06-10,1.8300714
Canada,2021-06-11,1.831956
Canada,2021-06-12,1.8321638
Canada,2021-06-13,1.8312273
Canada,2021-06-14,1.8312728
Canada,2021-06-15,1.8308749
Canada,2021-06-16,1.8304206
Canada,2021-06-17,1.831434
Canada,2021-06-18,1.8320607
Canada,2021-06-19,1.831543
Canada,2021-06-20,1.8310075
Canada,2021-06-21,1.831962
Canada,2021-06-22,1.8324096
Canada,2021-06-23,1.8322492
Canada,2021-06-24,1.836477
Canada,2021-06-25,1.8370218
Canada,2021-06-26,1.8373047
Canada,2021-06-27,1.8369313
Canada,2021-06-28,1.8372661
Canada,2021-06-29,1.8376709
Canada,2021-06-30,1.837591
Canada,2021-07-01,1.8389297
Canada,2021-07-02,1.8397014
Canada,2021-07-03,1.840541
Canada,2021-07-04,1.8414676
Canada,2021-07-05,1.8415622
Canada,2021-07-06,1.841728
Canada,2021-07-07,1.8417294
Canada,2021-07-08,1.8420773
Canada,2021-07-09,1.8417808
Canada,2021-07-10,1.8423133
Canada,2021-07-11,1.8422298
Canada,2021-07-12,1.8423563
Canada,2021-07-13,1.8423738
Canada,2021-07-14,1.8420916
Canada,2021-07-15,1.8423597
Canada,2021-07-16,1.8423582
Canada,2021-07-17,1.8427218
Canada,2021-07-18,1.8434025
Canada,2021-07-19,1.843121
Canada,2021-07-20,1.842968
Canada,2021-07-21,1.842906
Canada,2021-07-22,1.8427482
Canada,2021-07-23,1.8425817
Canada,2021-07-24,1.842757
Canada,2021-07-25,1.84287
Canada,2021-07-26,1.8425525
Canada,2021-07-27,1.8418912
Canada,2021-07-28,1.8416088
Canada,2021-07-29,1.8413535
Canada,2021-07-30,1.8410676
Canada,2021-07-31,1.8402659
Canada,2021-08-01,1.8400079
Canada,2021-08-02,1.8394384
Canada,2021-08-03,1.8381834
Canada,2021-08-04,1.8373541
Canada,2021-08-05,1.8368281
Canada,2021-08-06,1.8363683
Canada,2021-08-07,1.8357714
Canada,2021-08-08,1.8352911
Canada,2021-08-09,1.8341037
Canada,2021-08-10,1.8322161
Canada,2021-08-11,1.8312348
Canada,2021-08-12,1.829943
Canada,2021-08-13,1.8279326
Canada,2021-08-14,1.8255051
Canada,2021-08-15,1.822808
Canada,2021-08-16,1.8201789
Canada,2021-08-17,1.8178192
Canada,2021-08-18,1.8156917
Canada,2021-08-19,1.8145037
Canada,2021-08-20,1.8143069
Canada,2021-08-21,1.8124908
Canada,2021-08-22,1.8092377
Canada,2021-08-23,1.8057606
Canada,2021-08-24,1.8026797
Canada,2021-08-25,1.8013836
Canada,2021-08-26,1.8009076
Canada,2021-08-27,1.7972641
Canada,2021-08-28,1.7937933
Canada,2021-08-29,1.7909281
Canada,2021-08-30,1.7867568
Canada,2021-08-31,1.7831018
Canada,2021-09-01,1.7809787
Canada,2021-09-02,1.7784567
Canada,2021-09-03,1.7759113
Canada,2021-09-04,1.7730654
Canada,2021-09-05,1.769176
Canada,2021-09-06,1.7652048
Canada,2021-09-07,1.7605993
Canada,2021-09-08,1.7573754
Canada,2021-09-09,1.7563052
Canada,2021-09-10,1.7547393
Canada,2021-09-11,1.7517191
Canada,2021-09-12,1.748789
Canada,2021-09-13,1.7445109
Canada,2021-09-14,1.7403287
Canada,2021-09-15,1.7384706
Canada,2021-09-16,1.7356217
Canada,2021-09-17,1.733548
Canada,2021-09-18,1.7295018
Canada,2021-09-19,1.7267551
Canada,2021-09-20,1.7226677
Canada,2021-09-21,1.7186325
Canada,2021-09-22,1.7169075
Canada,2021-09-23,1.716116
Canada,2021-09-24,1.71504
Canada,2021-09-25,1.7128319
Canada,2021-09-26,1.7102752
Canada,2021-09-27,1.7063661
Canada,2021-09-28,1.7024523
Canada,2021-09-29,1.7007872
Canada,2021-09-30,1.7004578
Canada,2021-10-01,1.6999179
Canada,2021-10-02,1.6982566
Canada,2021-10-03,1.6967213
Canada,2021-10-04,1.6935312
Canada,2021-10-05,1.6901997
Canada,2021-10-06,1.6896195
Canada,2021-10-07,1.689708
Canada,2021-10-08,1.6896601
Canada,2021-10-09,1.6872209
Canada,2021-10-10,1.6856716
Canada,2021-10-11,1.6826345
Canada,2021-10-12,1.6796634
Canada,2021-10-13,1.677704
Canada,2021-10-14,1.6795046
Canada,2021-10-15,1.68152
Canada,2021-10-16,1.6815385
Canada,2021-10-17,1.6808938
Canada,2021-10-18,1.6783786
Canada,2021-10-19,1.6762056
Canada,2021-10-20,1.6780994
Canada,2021-10-21,1.6781662
Canada,2021-10-22,1.6779687
Canada,2021-10-23,1.6764591
Canada,2021-10-24,1.6773846
Canada,2021-10-25,1.6758072
Canada,2021-10-26,1.6737959
Canada,2021-10-27,1.6752604
Canada,2021-10-28,1.6755126
Canada,2021-10-29,1.6754644
