Entity,Day,Total confirmed cases of COVID-19 per million people
Italy,2024-08-04,449431.5
Italy,2024-08-05,449718.53
Italy,2024-08-06,449718.53
Italy,2024-08-07,449718.53
Italy,2024-08-08,449718.53
Italy,2024-08-09,449718.53
Italy,2024-08-10,449718.53
Italy,2024-08-11,449718.53
Italy,2024-08-12,449940.75
Italy,2024-08-13,449940.75
Italy,2024-08-14,449940.75
Italy,2024-08-15,449940.75
Italy,2024-08-16,449940.75
Italy,2024-08-17,449940.75
Italy,2024-08-18,449940.75
Italy,2024-08-19,450190.66
Italy,2024-08-20,450190.66
Italy,2024-08-21,450190.66
Italy,2024-08-22,450190.66
Italy,2024-08-23,450190.66
Italy,2024-08-24,450190.66
Italy,2024-08-25,450190.66
Italy,2024-08-26,450419.97
Italy,2024-08-27,450419.97
Italy,2024-08-28,450419.97
Italy,2024-08-29,450419.97
Italy,2024-08-30,450419.97
Italy,2024-08-31,450419.97
Italy,2024-09-01,450419.97
Italy,2024-09-02,450601.56
Italy,2024-09-03,450601.56
Italy,2024-09-04,450601.56
Italy,2024-09-05,450601.56
Italy,2024-09-06,450601.56
Italy,2024-09-07,450601.56
Italy,2024-09-08,450601.56
Italy,2024-09-09,450744.6
Italy,2024-09-10,450744.6
Italy,2024-09-11,450744.6
Italy,2024-09-12,450744.6
Italy,2024-09-13,450744.6
Italy,2024-09-14,450744.6
Italy,2024-09-15,450744.6
Italy,2024-09-16,450906.3
Italy,2024-09-17,450906.3
Italy,2024-09-18,450906.3
Italy,2024-09-19,450906.3
Italy,2024-09-20,450906.3
Italy,2024-09-21,450906.3
Italy,2024-09-22,450906.3
Italy,2024-09-23,451125
Italy,2024-09-24,451125
Italy,2024-09-25,451125
Italy,2024-09-26,451125
Italy,2024-09-27,451125
Italy,2024-09-28,451125
Italy,2024-09-29,451125
Italy,2024-09-30,451335.8
Italy,2024-10-01,451335.8
Italy,2024-10-02,451335.8
Italy,2024-10-03,451335.8
Italy,2024-10-04,451335.8
Italy,2024-10-05,451335.8
Italy,2024-10-06,451335.8
Italy,2024-10-07,451532.66
Italy,2024-10-08,451532.66
Italy,2024-10-09,451532.66
Italy,2024-10-10,451532.66
Italy,2024-10-11,451532.66
Italy,2024-10-12,451532.66
Italy,2024-10-13,451532.66
Italy,2024-10-14,451695.34
Italy,2024-10-15,451695.34
Italy,2024-10-16,451695.34
Italy,2024-10-17,451695.34
Italy,2024-10-18,451695.34
Italy,2024-10-19,451695.34
Italy,2024-10-20,451695.34
Italy,2024-10-21,451807.4
Italy,2024-10-22,451807.4
Italy,2024-10-23,451807.4
Italy,2024-10-24,451807.4
Italy,2024-10-25,451807.4
Italy,2024-10-26,451807.4
Italy,2024-10-27,451807.4
Italy,2024-10-28,451876.5
Italy,2024-10-29,451876.5
Italy,2024-10-30,451876.5
Italy,2024-10-31,451876.5
Italy,2024-11-01,451876.5
Italy,2024-11-02,451876.5
Italy,2024-11-03,451876.5
Italy,2024-11-04,451929.22
Italy,2024-11-05,451929.22
Italy,2024-11-06,451929.22
Italy,2024-11-07,451929.22
Italy,2024-11-08,451929.22
Italy,2024-11-09,451929.22
Italy,2024-11-10,451929.22
Italy,2024-11-11,451970.12
Italy,2024-11-12,451970.12
Italy,2024-11-13,451970.12
Italy,2024-11-14,451970.12
Italy,2024-11-15,451970.12
Italy,2024-11-16,451970.12
Italy,2024-11-17,451970.12
Italy,2024-11-18,452008.12
Italy,2024-11-19,452008.12
Italy,2024-11-20,452008.12
Italy,2024-11-21,452008.12
Italy,2024-11-22,452008.12
Italy,2024-11-23,452008.12
Italy,2024-11-24,452008.12
Italy,2024-11-25,452044.7
Italy,2024-11-26,452044.7
Italy,2024-11-27,452044.7
Italy,2024-11-28,452044.7
Italy,2024-11-29,452044.7
Italy,2024-11-30,452044.7
Italy,2024-12-01,452044.7
Italy,2024-12-02,452077.9
Italy,2024-12-03,452077.9
Italy,2024-12-04,452077.9
Italy,2024-12-05,452077.9
Italy,2024-12-06,452077.9
Italy,2024-12-07,452077.9
Italy,2024-12-08,452077.9
Italy,2024-12-09,452109.7
Italy,2024-12-10,452109.7
Italy,2024-12-11,452109.7
Italy,2024-12-12,452109.7
Italy,2024-12-13,452109.7
Italy,2024-12-14,452109.7
Italy,2024-12-15,452109.7
Italy,2024-12-16,452140.75
Italy,2024-12-17,452140.75
Italy,2024-12-18,452140.75
Italy,2024-12-19,452140.75
Italy,2024-12-20,452140.75
Italy,2024-12-21,452140.75
Italy,2024-12-22,452140.75
Italy,2024-12-23,452168.34
Italy,2024-12-24,452168.34
Italy,2024-12-25,452168.34
Italy,2024-12-26,452168.34
Italy,2024-12-27,452168.34
Italy,2024-12-28,452168.34
Italy,2024-12-29,452168.34
Italy,2024-12-30,452197.03
Italy,2024-12-31,452197.03
Italy,2025-01-01,452197.03
Italy,2025-01-02,452197.03
Italy,2025-01-03,452197.03
Italy,2025-01-04,452197.03
Italy,2025-01-05,452197.03
Italy,2025-01-06,452224.3
Italy,2025-01-07,452224.3
Italy,2025-01-08,452224.3
Italy,2025-01-09,452224.3
Italy,2025-01-10,452224.3
Italy,2025-01-11,452224.3
Italy,2025-01-12,452224.3
Italy,2025-01-13,452242.38
Italy,2025-01-14,452242.38
Italy,2025-01-15,452242.38
Italy,2025-01-16,452242.38
Italy,2025-01-17,452242.38
Italy,2025-01-18,452242.38
Italy,2025-01-19,452242.38
Italy,2025-01-20,452258.5
Italy,2025-01-21,452258.5
Italy,2025-01-22,452258.5
Italy,2025-01-23,452258.5
Italy,2025-01-24,452258.5
Italy,2025-01-25,452258.5
Italy,2025-01-26,452258.5
Italy,2025-01-27,452272
Italy,2025-01-28,452272
Italy,2025-01-29,452272
Italy,2025-01-30,452272
Italy,2025-01-31,452272
Italy,2025-02-01,452272
Italy,2025-02-02,452272
Italy,2025-02-03,452282.53
Italy,2025-02-04,452282.53
Italy,2025-02-05,452282.53
Italy,2025-02-06,452282.53
Italy,2025-02-07,452282.53
Italy,2025-02-08,452282.53
Italy,2025-02-09,452282.53
Italy,2025-02-10,452292.47
Italy,2025-02-11,452292.47
Italy,2025-02-12,452292.47
Italy,2025-02-13,452292.47
Italy,2025-02-14,452292.47
Italy,2025-02-15,452292.47
Italy,2025-02-16,452292.47
Italy,2025-02-17,452300.44
Italy,2025-02-18,452300.44
Italy,2025-02-19,452300.44
Italy,2025-02-20,452300.44
Italy,2025-02-21,452300.44
Italy,2025-02-22,452300.44
Italy,2025-02-23,452300.44
Italy,2025-02-24,452308.8
Italy,2025-02-25,452308.8
Italy,2025-02-26,452308.8
Italy,2025-02-27,452308.8
Italy,2025-02-28,452308.8
Italy,2025-03-01,452308.8
Italy,2025-03-02,452308.8
Italy,2025-03-03,452315.9
Italy,2025-03-04,452315.9
Italy,2025-03-05,452315.9
Italy,2025-03-06,452315.9
Italy,2025-03-07,452315.9
Italy,2025-03-08,452315.9
Italy,2025-03-09,452315.9
Italy,2025-03-10,452321.94
Italy,2025-03-11,452321.94
Italy,2025-03-12,452321.94
Italy,2025-03-13,452321.94
Italy,2025-03-14,452321.94
Italy,2025-03-15,452321.94
Italy,2025-03-16,452321.94
Italy,2025-03-17,452327.28
Italy,2025-03-18,452327.28
Italy,2025-03-19,452327.28
Italy,2025-03-20,452327.28
Italy,2025-03-21,452327.28
Italy,2025-03-22,452327.28
Italy,2025-03-23,452327.28
Italy,2025-03-24,452332.3
Italy,2025-03-25,452332.3
Italy,2025-03-26,452332.3
Italy,2025-03-27,452332.3
Italy,2025-03-28,452332.3
Italy,2025-03-29,452332.3
Italy,2025-03-30,452332.3
Japan,2020-01-04,0
Japan,2020-01-05,0
Japan,2020-01-06,0
Japan,2020-01-07,0
Japan,2020-01-08,0
Japan,2020-01-09,0
Japan,2020-01-10,0
Japan,2020-01-11,0
Japan,2020-01-12,0
Japan,2020-01-13,0
Japan,2020-01-14,0.008000158
Japan,2020-01-15,0.008000158
Japan,2020-01-16,0.008000158
Japan,2020-01-17,0.008000158
Japan,2020-01-18,0.008000158
Japan,2020-01-19,0.008000158
Japan,2020-01-20,0.008000158
Japan,2020-01-21,0.008000158
Japan,2020-01-22,0.008000158
Japan,2020-01-23,0.008000158
Japan,2020-01-24,0.008000158
Japan,2020-01-25,0.016000316
Japan,2020-01-26,0.024000473
Japan,2020-01-27,0.03200063
Japan,2020-01-28,0.03200063
Japan,2020-01-29,0.056001104
Japan,2020-01-30,0.06400126
Japan,2020-01-31,0.09600189
Japan,2020-02-01,0.10400205
Japan,2020-02-02,0.12000237
Japan,2020-02-03,0.16000316
Japan,2020-02-04,0.16000316
Japan,2020-02-05,0.18400364
Japan,2020-02-06,0.20000395
Japan,2020-02-07,0.20000395
Japan,2020-02-08,0.20000395
Japan,2020-02-09,0.20000395
Japan,2020-02-10,0.20000395
Japan,2020-02-11,0.2080041
Japan,2020-02-12,0.22400442
Japan,2020-02-13,0.22400442
Japan,2020-02-14,0.2640052
Japan,2020-02-15,0.3200063
Japan,2020-02-16,0.4160082
Japan,2020-02-17,0.46400917
Japan,2020-02-18,0.52001023
Japan,2020-02-19,0.5840115
Japan,2020-02-20,0.5920117
Japan,2020-02-21,0.7440147
Japan,2020-02-22,0.84001654
Japan,2020-02-23,1.0560209
Japan,2020-02-24,1.1520227
Japan,2020-02-25,1.2480246
Japan,2020-02-26,1.3120259
Japan,2020-02-27,1.4880294
Japan,2020-02-28,1.6800331
Japan,2020-02-29,1.8400363
Japan,2020-03-01,1.9120377
Japan,2020-03-02,2.03204
Japan,2020-03-03,2.1440423
Japan,2020-03-04,2.272045
Japan,2020-03-05,2.53605
Japan,2020-03-06,2.7920551
Japan,2020-03-07,3.2640643
Japan,2020-03-08,3.6400719
Japan,2020-03-09,3.9120772
Japan,2020-03-10,4.112081
Japan,2020-03-11,4.54409
Japan,2020-03-12,4.952098
Japan,2020-03-13,5.4001064
Japan,2020-03-14,5.728113
Japan,2020-03-15,6.2401233
Japan,2020-03-16,6.5121284
Japan,2020-03-17,6.6321306
Japan,2020-03-18,6.984138
Japan,2020-03-19,7.3121443
Japan,2020-03-20,7.60015
Japan,2020-03-21,7.9681573
Japan,2020-03-22,8.368165
Japan,2020-03-23,8.712172
Japan,2020-03-24,9.0241785
Japan,2020-03-25,9.5441885
Japan,2020-03-26,10.328204
Japan,2020-03-27,11.096219
Japan,2020-03-28,11.992236
Japan,2020-03-29,13.544268
Japan,2020-03-30,14.928294
Japan,2020-03-31,15.624309
Japan,2020-04-01,17.424343
Japan,2020-04-02,20.448404
Japan,2020-04-03,20.936413
Japan,2020-04-04,23.480463
Japan,2020-04-05,26.168516
Japan,2020-04-06,29.232576
Japan,2020-04-07,31.248617
Japan,2020-04-08,34.05667
Japan,2020-04-09,38.144753
Japan,2020-04-10,42.776844
Japan,2020-04-11,48.040947
Japan,2020-04-12,53.985065
Japan,2020-04-13,58.041145
Japan,2020-04-14,61.161205
Japan,2020-04-15,64.80128
Japan,2020-04-16,68.65736
Japan,2020-04-17,73.33745
Japan,2020-04-18,78.36155
Japan,2020-04-19,82.88963
Japan,2020-04-20,86.0097
Japan,2020-04-21,88.95376
Japan,2020-04-22,91.96982
Japan,2020-04-23,95.35388
Japan,2020-04-24,99.10596
Japan,2020-04-25,102.634026
Japan,2020-04-26,105.458084
Japan,2020-04-27,107.082115
Japan,2020-04-28,108.610146
Japan,2020-04-29,110.818184
Japan,2020-04-30,112.70622
Japan,2020-05-01,114.25025
Japan,2020-05-02,116.3623
Japan,2020-05-03,118.71434
Japan,2020-05-04,120.458374
Japan,2020-05-05,121.8504
Japan,2020-05-06,122.83443
Japan,2020-05-07,123.70644
Japan,2020-05-08,124.378456
Japan,2020-05-09,125.19447
Japan,2020-05-10,125.978485
Japan,2020-05-11,126.38649
Japan,2020-05-12,126.99451
Japan,2020-05-13,128.19453
Japan,2020-05-14,128.63454
Japan,2020-05-15,129.54655
Japan,2020-05-16,129.89856
Japan,2020-05-17,130.28258
Japan,2020-05-18,130.44257
Japan,2020-05-19,130.92258
Japan,2020-05-20,131.08258
Japan,2020-05-21,131.39459
Japan,2020-05-22,132.10661
Japan,2020-05-23,132.2906
Japan,2020-05-24,132.40262
Japan,2020-05-25,132.65062
Japan,2020-05-26,132.98662
Japan,2020-05-27,133.21063
Japan,2020-05-28,133.46663
Japan,2020-05-29,133.75464
Japan,2020-05-30,134.43465
Japan,2020-05-31,134.81065
Japan,2020-06-01,135.07466
Japan,2020-06-02,135.44267
Japan,2020-06-03,135.89069
Japan,2020-06-04,136.14668
Japan,2020-06-05,136.5147
Japan,2020-06-06,136.8267
Japan,2020-06-07,137.1307
Japan,2020-06-08,137.39471
Japan,2020-06-09,137.68271
Japan,2020-06-10,138.01073
Japan,2020-06-11,138.33873
Japan,2020-06-12,138.65874
Japan,2020-06-13,139.05875
Japan,2020-06-14,139.43475
Japan,2020-06-15,140.01877
Japan,2020-06-16,140.69878
Japan,2020-06-17,141.02678
Japan,2020-06-18,141.34679
Japan,2020-06-19,141.9228
Japan,2020-06-20,142.3948
Japan,2020-06-21,142.91483
Japan,2020-06-22,143.33083
Japan,2020-06-23,143.74684
Japan,2020-06-24,144.19484
Japan,2020-06-25,144.88286
Japan,2020-06-26,145.57887
Japan,2020-06-27,146.37889
Japan,2020-06-28,147.12291
Japan,2020-06-29,147.81091
Japan,2020-06-30,148.74693
Japan,2020-07-01,149.78696
Japan,2020-07-02,150.99498
Japan,2020-07-03,152.54701
Japan,2020-07-04,154.25905
Japan,2020-07-05,156.17908
Japan,2020-07-06,158.20312
Japan,2020-07-07,159.85115
Japan,2020-07-08,161.39519
Japan,2020-07-09,162.97122
Japan,2020-07-10,165.75526
Japan,2020-07-11,169.03534
Japan,2020-07-12,172.0194
Japan,2020-07-13,174.94745
Japan,2020-07-14,177.7635
Japan,2020-07-15,180.06755
Japan,2020-07-16,183.12361
Japan,2020-07-17,187.7877
Japan,2020-07-18,193.05981
Japan,2020-07-19,197.1399
Japan,2020-07-20,200.77196
Japan,2020-07-21,205.89206
Japan,2020-07-22,210.42815
Japan,2020-07-23,216.23627
Japan,2020-07-24,223.6524
Japan,2020-07-25,230.29254
Japan,2020-07-26,235.06064
Japan,2020-07-27,239.91673
Japan,2020-07-28,247.69289
Japan,2020-07-29,255.21303
Japan,2020-07-30,264.39722
Japan,2020-07-31,274.9814
Japan,2020-08-01,286.69366
Japan,2020-08-02,293.5178
Japan,2020-08-03,309.5021
Japan,2020-08-04,318.8703
Japan,2020-08-05,329.03848
Japan,2020-08-06,338.11066
Japan,2020-08-07,350.52692
Japan,2020-08-08,363.51917
Japan,2020-08-09,374.2714
Japan,2020-08-10,383.92758
Japan,2020-08-11,391.43173
Japan,2020-08-12,401.68793
Japan,2020-08-13,409.18408
Japan,2020-08-14,417.74423
Japan,2020-08-15,428.62445
Japan,2020-08-16,437.72064
Japan,2020-08-17,445.3448
Japan,2020-08-18,453.48895
Japan,2020-08-19,460.4091
Japan,2020-08-20,468.01724
Japan,2020-08-21,477.77744
Japan,2020-08-22,485.8736
Japan,2020-08-23,493.98575
Japan,2020-08-24,500.06586
Japan,2020-08-25,504.97797
Japan,2020-08-26,510.58606
Japan,2020-08-27,517.3542
Japan,2020-08-28,524.59436
Japan,2020-08-29,531.3945
Japan,2020-08-30,538.1226
Japan,2020-08-31,542.9307
Japan,2020-09-01,547.1468
Japan,2020-09-02,552.01886
Japan,2020-09-03,556.803
Japan,2020-09-04,562.1551
Japan,2020-09-05,567.01917
Japan,2020-09-06,571.3633
Japan,2020-09-07,574.8593
Japan,2020-09-08,577.8834
Japan,2020-09-09,581.81946
Japan,2020-09-10,585.77954
Japan,2020-09-11,591.21967
Japan,2020-09-12,596.3638
Japan,2020-09-13,601.75586
Japan,2020-09-14,605.26794
Japan,2020-09-15,607.67596
Japan,2020-09-16,611.59607
Japan,2020-09-17,616.08417
Japan,2020-09-18,619.96423
Japan,2020-09-19,624.5963
Japan,2020-09-20,629.26843
Japan,2020-09-21,633.1325
Japan,2020-09-22,635.51654
Japan,2020-09-23,638.1566
Japan,2020-09-24,640.34064
Japan,2020-09-25,643.9887
Japan,2020-09-26,648.4528
Japan,2020-09-27,653.5329
Japan,2020-09-28,657.061
Japan,2020-09-29,659.965
Japan,2020-09-30,664.0931
Japan,2020-10-01,668.5172
Japan,2020-10-02,673.7333
Japan,2020-10-03,678.15735
Japan,2020-10-04,682.72546
Japan,2020-10-05,685.92554
Japan,2020-10-06,688.3896
Japan,2020-10-07,692.35767
Japan,2020-10-08,696.1737
Japan,2020-10-09,701.12585
Japan,2020-10-10,705.8779
Japan,2020-10-11,711.31006
Japan,2020-10-12,714.7901
Japan,2020-10-13,717.39813
Japan,2020-10-14,721.1342
Japan,2020-10-15,725.69434
Japan,2020-10-16,731.4624
Japan,2020-10-17,736.51855
Japan,2020-10-18,741.26263
Japan,2020-10-19,745.0307
Japan,2020-10-20,747.85474
Japan,2020-10-21,751.4788
Japan,2020-10-22,756.2069
Japan,2020-10-23,761.119
Japan,2020-10-24,766.6951
Japan,2020-10-25,772.28723
Japan,2020-10-26,776.6073
Japan,2020-10-27,779.9994
Japan,2020-10-28,784.9435
Japan,2020-10-29,790.8316
Japan,2020-10-30,796.9917
Japan,2020-10-31,803.15186
Japan,2020-11-01,809.18396
Japan,2020-11-02,814.5201
Japan,2020-11-03,818.26416
Japan,2020-11-04,823.21625
Japan,2020-11-05,830.7204
Japan,2020-11-06,838.2725
Japan,2020-11-07,847.32874
Japan,2020-11-08,856.7049
Japan,2020-11-09,864.6891
Japan,2020-11-10,871.8812
Japan,2020-11-11,881.2654
Japan,2020-11-12,893.7056
Japan,2020-11-13,906.40186
Japan,2020-11-14,919.88214
Japan,2020-11-15,933.4344
Japan,2020-11-16,945.1066
Japan,2020-11-17,954.62683
Japan,2020-11-18,966.53906
Japan,2020-11-19,983.74744
Japan,2020-11-20,1002.15576
Japan,2020-11-21,1021.34015
Japan,2020-11-22,1041.4525
Japan,2020-11-23,1058.8849
Japan,2020-11-24,1071.4531
Japan,2020-11-25,1083.2213
Japan,2020-11-26,1098.1096
Japan,2020-11-27,1115.9501
Japan,2020-11-28,1136.5664
Japan,2020-11-29,1157.2468
Japan,2020-11-30,1174.1031
Japan,2020-12-01,1189.5754
Japan,2020-12-02,1203.1117
Japan,2020-12-03,1222.6401
Japan,2020-12-04,1241.8805
Japan,2020-12-05,1261.4169
Japan,2020-12-06,1280.8093
Japan,2020-12-07,1296.5615
Japan,2020-12-08,1311.4579
Japan,2020-12-09,1326.7462
Japan,2020-12-10,1348.6106
Japan,2020-12-11,1372.363
Japan,2020-12-12,1394.4196
Japan,2020-12-13,1418.324
Japan,2020-12-14,1437.2523
Japan,2020-12-15,1454.9886
Japan,2020-12-16,1472.365
Japan,2020-12-17,1496.8535
Japan,2020-12-18,1521.134
Japan,2020-12-19,1544.2784
Japan,2020-12-20,1567.0709
Japan,2020-12-21,1588.2153
Japan,2020-12-22,1605.2957
Japan,2020-12-23,1624.936
Japan,2020-12-24,1649.1445
Japan,2020-12-25,1679.8732
Japan,2020-12-26,1708.4097
Japan,2020-12-27,1738.5303
Japan,2020-12-28,1761.9227
Japan,2020-12-29,1784.9952
Japan,2020-12-30,1812.8037
Japan,2020-12-31,1842.4684
Japan,2021-01-01,1904.1335
Japan,2021-01-02,1927.67
Japan,2021-01-03,1950.8145
Japan,2021-01-04,1983.7191
Japan,2021-01-05,2018.5758
Japan,2021-01-06,2067.1848
Japan,2021-01-07,2122.4338
Japan,2021-01-08,2185.2751
Japan,2021-01-09,2246.2444
Japan,2021-01-10,2294.0613
Japan,2021-01-11,2337.7422
Japan,2021-01-12,2378.567
Japan,2021-01-13,2421.0317
Japan,2021-01-14,2473.7607
Japan,2021-01-15,2527.3298
Japan,2021-01-16,2578.419
Japan,2021-01-17,2626.4038
Japan,2021-01-18,2674.6768
Japan,2021-01-19,2718.2456
Japan,2021-01-20,2761.8225
Japan,2021-01-21,2808.2153
Japan,2021-01-22,2848.6482
Japan,2021-01-23,2885.345
Japan,2021-01-24,2918.5615
Japan,2021-01-25,2945.2021
Japan,2021-01-26,2973.4988
Japan,2021-01-27,3004.9153
Japan,2021-01-28,3036.188
Japan,2021-01-29,3064.7244
Japan,2021-01-30,3093.997
Japan,2021-01-31,3116.2056
Japan,2021-02-01,3133.0698
Japan,2021-02-02,3150.7502
Japan,2021-02-03,3171.4946
Japan,2021-02-04,3192.447
Japan,2021-02-05,3210.9033
Japan,2021-02-06,3227.5437
Japan,2021-02-07,3239.984
Japan,2021-02-08,3254.1921
Japan,2021-02-09,3265.5525
Japan,2021-02-10,3280.1606
Japan,2021-02-11,3294.073
Japan,2021-02-12,3305.297
Japan,2021-02-13,3315.8413
Japan,2021-02-14,3326.3215
Japan,2021-02-15,3342.186
Japan,2021-02-16,3352.186
Japan,2021-02-17,3363.3303
Japan,2021-02-18,3375.8025
Japan,2021-02-19,3386.555
Japan,2021-02-20,3396.123
Japan,2021-02-21,3404.8433
Japan,2021-02-22,3411.7153
Japan,2021-02-23,3419.8035
Japan,2021-02-24,3428.4917
Japan,2021-02-25,3435.8438
Japan,2021-02-26,3444.38
Japan,2021-02-27,3453.988
Japan,2021-02-28,3462.2522
Japan,2021-03-01,3468.1003
Japan,2021-03-02,3474.9165
Japan,2021-03-03,3484.4526
Japan,2021-03-04,3493.8928
Japan,2021-03-05,3503.205
Japan,2021-03-06,3511.7173
Japan,2021-03-07,3520.0054
Japan,2021-03-08,3525.4375
Japan,2021-03-09,3533.9016
Japan,2021-03-10,3544.078
Japan,2021-03-11,3554.382
Japan,2021-03-12,3564.7502
Japan,2021-03-13,3575.0544
Japan,2021-03-14,3583.3186
Japan,2021-03-15,3589.5747
Japan,2021-03-16,3597.775
Japan,2021-03-17,3609.5593
Japan,2021-03-18,3621.6875
Japan,2021-03-19,3633.3357
Japan,2021-03-20,3645.176
Japan,2021-03-21,3654.32
Japan,2021-03-22,3662.1042
Japan,2021-03-23,3672.4165
Japan,2021-03-24,3687.2488
Japan,2021-03-25,3702.793
Japan,2021-03-26,3719.0015
Japan,2021-03-27,3734.8657
Japan,2021-03-28,3748.9858
Japan,2021-03-29,3761.474
Japan,2021-03-30,3776.9705
Japan,2021-03-31,3798.259
Japan,2021-04-01,3819.7393
Japan,2021-04-02,3841.3958
Japan,2021-04-03,3863.0122
Japan,2021-04-04,3882.6765
Japan,2021-04-05,3900.437
Japan,2021-04-06,3916.6853
Japan,2021-04-07,3943.078
Japan,2021-04-08,3969.7263
Japan,2021-04-09,3998.4229
Japan,2021-04-10,4027.3035
Japan,2021-04-11,4050.368
Japan,2021-04-12,4070.4963
Japan,2021-04-13,4097.4326
Japan,2021-04-14,4129.0493
Japan,2021-04-15,4166.042
Japan,2021-04-16,4201.8267
Japan,2021-04-17,4238.716
Japan,2021-04-18,4272.5005
Japan,2021-04-19,4298.6206
Japan,2021-04-20,4332.053
Japan,2021-04-21,4371.4863
Japan,2021-04-22,4415.271
Japan,2021-04-23,4456.08
Japan,2021-04-24,4497.217
Japan,2021-04-25,4534.9937
Japan,2021-04-26,4568.41
Japan,2021-04-27,4604.5947
Japan,2021-04-28,4647.9956
Japan,2021-04-29,4694.3486
Japan,2021-04-30,4732.909
Japan,2021-05-01,4777.894
Japan,2021-05-02,4822.991
Japan,2021-05-03,4861.104
Japan,2021-05-04,4898.9766
Japan,2021-05-05,4929.081
Japan,2021-05-06,4968.05
Japan,2021-05-07,5012.275
Japan,2021-05-08,5064.316
Japan,2021-05-09,5120.453
Japan,2021-05-10,5166.6377
Japan,2021-05-11,5213.7188
Japan,2021-05-12,5269.1357
Japan,2021-05-13,5324.481
Japan,2021-05-14,5374.834
Japan,2021-05-15,5424.011
Japan,2021-05-16,5465.508
Japan,2021-05-17,5502.7085
Japan,2021-05-18,5541.725
Japan,2021-05-19,5586.142
Japan,2021-05-20,5633.3833
Japan,2021-05-21,5676.328
Japan,2021-05-22,5714.3047
Japan,2021-05-23,5751.0254
Japan,2021-05-24,5775.41
Japan,2021-05-25,5804.4023
Japan,2021-05-26,5838.939
Japan,2021-05-27,5871.212
Japan,2021-05-28,5904.3965
Japan,2021-05-29,5933.5093
Japan,2021-05-30,5956.0137
Japan,2021-05-31,5973.822
Japan,2021-06-01,5993.158
Japan,2021-06-02,6017.6465
Japan,2021-06-03,6040.639
Japan,2021-06-04,6061.4233
Japan,2021-06-05,6082.704
Japan,2021-06-06,6099.328
Japan,2021-06-07,6111.2485
Japan,2021-06-08,6125.0728
Japan,2021-06-09,6142.585
Japan,2021-06-10,6159.4814
Japan,2021-06-11,6174.842
Japan,2021-06-12,6190.698
Japan,2021-06-13,6201.97
Japan,2021-06-14,6210.5786
Japan,2021-06-15,6221.2666
Japan,2021-06-16,6234.827
Japan,2021-06-17,6247.307
Japan,2021-06-18,6260.0513
Japan,2021-06-19,6272.1235
Japan,2021-06-20,6282.42
Japan,2021-06-21,6290.5083
Japan,2021-06-22,6301.324
Japan,2021-06-23,6315.6445
Japan,2021-06-24,6328.781
Japan,2021-06-25,6342.7812
Japan,2021-06-26,6355.7812
Japan,2021-06-27,6366.174
Japan,2021-06-28,6374.758
Japan,2021-06-29,6385.398
Japan,2021-06-30,6399.95
Japan,2021-07-01,6413.8945
Japan,2021-07-02,6428.063
Japan,2021-07-03,6443.1353
Japan,2021-07-04,6454.7993
Japan,2021-07-05,6463.7354
Japan,2021-07-06,6476.552
Japan,2021-07-07,6493.824
Japan,2021-07-08,6511.9365
Japan,2021-07-09,6530.065
Japan,2021-07-10,6549.6494
Japan,2021-07-11,6565.8496
Japan,2021-07-12,6578.3696
Japan,2021-07-13,6596.8423
Japan,2021-07-14,6622.3066
Japan,2021-07-15,6649.6753
Japan,2021-07-16,6677.0757
Japan,2021-07-17,6707.5884
Japan,2021-07-18,6732.4287
Japan,2021-07-19,6752.245
Japan,2021-07-20,6781.046
Japan,2021-07-21,6820.2705
Japan,2021-07-22,6862.5273
Japan,2021-07-23,6897.3203
Japan,2021-07-24,6925.465
Japan,2021-07-25,6963.6973
Japan,2021-07-26,7004.186
Japan,2021-07-27,7062.723
Japan,2021-07-28,7138.485
Japan,2021-07-29,7221.886
Japan,2021-07-30,7310.184
Japan,2021-07-31,7406.73
Japan,2021-08-01,7487.236
Japan,2021-08-02,7558.253
Japan,2021-08-03,7651.4067
Japan,2021-08-04,7763.833
Japan,2021-08-05,7885.6836
Japan,2021-08-06,8010.4062
Japan,2021-08-07,8134.4087
Japan,2021-08-08,8250.531
Japan,2021-08-09,8349.165
Japan,2021-08-10,8436.095
Japan,2021-08-11,8556.601
Japan,2021-08-12,8702.403
Japan,2021-08-13,8866.327
Japan,2021-08-14,9027.234
Japan,2021-08-15,9156.549
Japan,2021-08-16,9279.743
Japan,2021-08-17,9433.594
Japan,2021-08-18,9616.286
Japan,2021-08-19,9818.914
Japan,2021-08-20,10018.558
Japan,2021-08-21,10219.714
Japan,2021-08-22,10403.029
Japan,2021-08-23,10546.976
Japan,2021-08-24,10713.132
Japan,2021-08-25,10902.719
Japan,2021-08-26,11111.123
Japan,2021-08-27,11291.767
Japan,2021-08-28,11475.187
Japan,2021-08-29,11635.142
Japan,2021-08-30,11754.848
Japan,2021-08-31,11889.459
Japan,2021-09-01,12058.021
Japan,2021-09-02,12197.673
Japan,2021-09-03,12332.476
Japan,2021-09-04,12456.2295
Japan,2021-09-05,12571.224
Japan,2021-09-06,12644.386
Japan,2021-09-07,12728.203
Japan,2021-09-08,12825.149
Japan,2021-09-09,12910.982
Japan,2021-09-10,12984.408
Japan,2021-09-11,13056.985
Japan,2021-09-12,13116.619
Japan,2021-09-13,13155.804
Japan,2021-09-14,13202.805
Japan,2021-09-15,13256.294
Japan,2021-09-16,13304.454
Japan,2021-09-17,13345.352
