Entity,Day,Weekly cases
France,2020-07-16,2853
France,2020-07-17,2853
France,2020-07-18,2853
France,2020-07-19,3510
France,2020-07-20,3510
France,2020-07-21,3510
France,2020-07-22,3510
France,2020-07-23,3510
France,2020-07-24,3510
France,2020-07-25,3510
France,2020-07-26,5565
France,2020-07-27,5565
France,2020-07-28,5565
France,2020-07-29,5565
France,2020-07-30,5565
France,2020-07-31,5565
France,2020-08-01,5565
France,2020-08-02,7676
France,2020-08-03,7676
France,2020-08-04,7676
France,2020-08-05,7676
France,2020-08-06,7676
France,2020-08-07,7676
France,2020-08-08,7676
France,2020-08-09,10899
France,2020-08-10,10899
France,2020-08-11,10899
France,2020-08-12,10899
France,2020-08-13,10899
France,2020-08-14,10899
France,2020-08-15,10899
France,2020-08-16,16650
France,2020-08-17,16650
France,2020-08-18,16650
France,2020-08-19,16650
France,2020-08-20,16650
France,2020-08-21,16650
France,2020-08-22,16650
France,2020-08-23,25208
France,2020-08-24,25208
France,2020-08-25,25208
France,2020-08-26,25208
France,2020-08-27,25208
France,2020-08-28,25208
France,2020-08-29,25208
France,2020-08-30,37753
France,2020-08-31,37753
France,2020-09-01,37753
France,2020-09-02,37753
France,2020-09-03,37753
France,2020-09-04,37753
France,2020-09-05,37753
France,2020-09-06,50197
France,2020-09-07,50197
France,2020-09-08,50197
France,2020-09-09,50197
France,2020-09-10,50197
France,2020-09-11,50197
France,2020-09-12,50197
France,2020-09-13,61432
France,2020-09-14,61432
France,2020-09-15,61432
France,2020-09-16,61432
France,2020-09-17,61432
France,2020-09-18,61432
France,2020-09-19,61432
France,2020-09-20,73481
France,2020-09-21,73481
France,2020-09-22,73481
France,2020-09-23,73481
France,2020-09-24,73481
France,2020-09-25,73481
France,2020-09-26,73481
France,2020-09-27,72509
France,2020-09-28,72509
France,2020-09-29,72509
France,2020-09-30,72509
France,2020-10-01,72509
France,2020-10-02,72509
France,2020-10-03,72509
France,2020-10-04,74819
France,2020-10-05,74819
France,2020-10-06,74819
France,2020-10-07,74819
France,2020-10-08,74819
France,2020-10-09,74819
France,2020-10-10,74819
France,2020-10-11,116159
France,2020-10-12,116159
France,2020-10-13,116159
France,2020-10-14,116159
France,2020-10-15,116159
France,2020-10-16,116159
France,2020-10-17,116159
France,2020-10-18,167835
France,2020-10-19,167835
France,2020-10-20,167835
France,2020-10-21,167835
France,2020-10-22,167835
France,2020-10-23,167835
France,2020-10-24,167835
France,2020-10-25,261329
France,2020-10-26,261329
France,2020-10-27,261329
France,2020-10-28,261329
France,2020-10-29,261329
France,2020-10-30,261329
France,2020-10-31,261329
France,2020-11-01,332505
France,2020-11-02,332505
France,2020-11-03,332505
France,2020-11-04,332505
France,2020-11-05,332505
France,2020-11-06,332505
France,2020-11-07,332505
France,2020-11-08,303116
France,2020-11-09,303116
France,2020-11-10,303116
France,2020-11-11,303116
France,2020-11-12,303116
France,2020-11-13,303116
France,2020-11-14,303116
France,2020-11-15,176429
France,2020-11-16,176429
France,2020-11-17,176429
France,2020-11-18,176429
France,2020-11-19,176429
France,2020-11-20,176429
France,2020-11-21,176429
France,2020-11-22,114947
France,2020-11-23,114947
France,2020-11-24,114947
France,2020-11-25,114947
France,2020-11-26,114947
France,2020-11-27,114947
France,2020-11-28,114947
France,2020-11-29,77077
France,2020-11-30,77077
France,2020-12-01,77077
France,2020-12-02,77077
France,2020-12-03,77077
France,2020-12-04,77077
France,2020-12-05,77077
France,2020-12-06,71372
France,2020-12-07,71372
France,2020-12-08,71372
France,2020-12-09,71372
France,2020-12-10,71372
France,2020-12-11,71372
France,2020-12-12,71372
France,2020-12-13,77674
France,2020-12-14,77674
France,2020-12-15,77674
France,2020-12-16,77674
France,2020-12-17,77674
France,2020-12-18,77674
France,2020-12-19,77674
France,2020-12-20,92919
France,2020-12-21,92919
France,2020-12-22,92919
France,2020-12-23,92919
France,2020-12-24,92919
France,2020-12-25,92919
France,2020-12-26,92919
France,2020-12-27,83888
France,2020-12-28,83888
France,2020-12-29,83888
France,2020-12-30,83888
France,2020-12-31,83888
France,2021-01-01,83888
France,2021-01-02,83888
France,2021-01-03,88948
France,2021-01-04,88948
France,2021-01-05,88948
France,2021-01-06,88948
France,2021-01-07,88948
France,2021-01-08,88948
France,2021-01-09,88948
France,2021-01-10,122263
France,2021-01-11,122263
France,2021-01-12,122263
France,2021-01-13,122263
France,2021-01-14,122263
France,2021-01-15,122263
France,2021-01-16,122263
France,2021-01-17,118842
France,2021-01-18,118842
France,2021-01-19,118842
France,2021-01-20,118842
France,2021-01-21,118842
France,2021-01-22,118842
France,2021-01-23,118842
France,2021-01-24,130149
France,2021-01-25,130149
France,2021-01-26,130149
France,2021-01-27,130149
France,2021-01-28,130149
France,2021-01-29,130149
France,2021-01-30,130149
France,2021-01-31,132624
France,2021-02-01,132624
France,2021-02-02,132624
France,2021-02-03,132624
France,2021-02-04,132624
France,2021-02-05,132624
France,2021-02-06,132624
France,2021-02-07,128451
France,2021-02-08,128451
France,2021-02-09,128451
France,2021-02-10,128451
France,2021-02-11,128451
France,2021-02-12,128451
France,2021-02-13,128451
France,2021-02-14,110436
France,2021-02-15,110436
France,2021-02-16,110436
France,2021-02-17,110436
France,2021-02-18,110436
France,2021-02-19,110436
France,2021-02-20,110436
France,2021-02-21,117551
France,2021-02-22,117551
France,2021-02-23,117551
France,2021-02-24,117551
France,2021-02-25,117551
France,2021-02-26,117551
France,2021-02-27,117551
France,2021-02-28,127696
France,2021-03-01,127696
France,2021-03-02,127696
France,2021-03-03,127696
France,2021-03-04,127696
France,2021-03-05,127696
France,2021-03-06,127696
France,2021-03-07,124259
France,2021-03-08,124259
France,2021-03-09,124259
France,2021-03-10,124259
France,2021-03-11,124259
France,2021-03-12,124259
France,2021-03-13,124259
France,2021-03-14,142978
France,2021-03-15,142978
France,2021-03-16,142978
France,2021-03-17,142978
France,2021-03-18,142978
France,2021-03-19,142978
France,2021-03-20,142978
France,2021-03-21,183823
France,2021-03-22,183823
France,2021-03-23,183823
France,2021-03-24,183823
France,2021-03-25,183823
France,2021-03-26,183823
France,2021-03-27,183823
France,2021-03-28,223964
France,2021-03-29,223964
France,2021-03-30,223964
France,2021-03-31,223964
France,2021-04-01,223964
France,2021-04-02,223964
France,2021-04-03,223964
France,2021-04-04,242407
France,2021-04-05,242407
France,2021-04-06,242407
France,2021-04-07,242407
France,2021-04-08,242407
France,2021-04-09,242407
France,2021-04-10,242407
France,2021-04-11,203218
France,2021-04-12,203218
France,2021-04-13,203218
France,2021-04-14,203218
France,2021-04-15,203218
France,2021-04-16,203218
France,2021-04-17,203218
France,2021-04-18,202154
France,2021-04-19,202154
France,2021-04-20,202154
France,2021-04-21,202154
France,2021-04-22,202154
France,2021-04-23,202154
France,2021-04-24,202154
France,2021-04-25,179462
France,2021-04-26,179462
France,2021-04-27,179462
France,2021-04-28,179462
France,2021-04-29,179462
France,2021-04-30,179462
France,2021-05-01,179462
France,2021-05-02,142908
France,2021-05-03,142908
France,2021-05-04,142908
France,2021-05-05,142908
France,2021-05-06,142908
France,2021-05-07,142908
France,2021-05-08,142908
France,2021-05-09,106629
France,2021-05-10,106629
France,2021-05-11,106629
France,2021-05-12,106629
France,2021-05-13,106629
France,2021-05-14,106629
France,2021-05-15,106629
France,2021-05-16,80870
France,2021-05-17,80870
France,2021-05-18,80870
France,2021-05-19,80870
France,2021-05-20,80870
France,2021-05-21,80870
France,2021-05-22,80870
France,2021-05-23,83455
France,2021-05-24,83455
France,2021-05-25,83455
France,2021-05-26,83455
France,2021-05-27,83455
France,2021-05-28,83455
France,2021-05-29,83455
France,2021-05-30,60391
France,2021-05-31,60391
France,2021-06-01,60391
France,2021-06-02,60391
France,2021-06-03,60391
France,2021-06-04,60391
France,2021-06-05,60391
France,2021-06-06,46483
France,2021-06-07,46483
France,2021-06-08,46483
France,2021-06-09,46483
France,2021-06-10,46483
France,2021-06-11,46483
France,2021-06-12,46483
France,2021-06-13,27004
France,2021-06-14,27004
France,2021-06-15,27004
France,2021-06-16,27004
France,2021-06-17,27004
France,2021-06-18,27004
France,2021-06-19,27004
France,2021-06-20,14820
France,2021-06-21,14820
France,2021-06-22,14820
France,2021-06-23,14820
France,2021-06-24,14820
France,2021-06-25,14820
France,2021-06-26,14820
France,2021-06-27,10690
France,2021-06-28,10690
France,2021-06-29,10690
France,2021-06-30,10690
France,2021-07-01,10690
France,2021-07-02,10690
France,2021-07-03,10690
France,2021-07-04,13906
France,2021-07-05,13906
France,2021-07-06,13906
France,2021-07-07,13906
France,2021-07-08,13906
France,2021-07-09,13906
France,2021-07-10,13906
France,2021-07-11,23318
France,2021-07-12,23318
France,2021-07-13,23318
France,2021-07-14,23318
France,2021-07-15,23318
France,2021-07-16,23318
France,2021-07-17,23318
France,2021-07-18,46656
France,2021-07-19,46656
France,2021-07-20,46656
France,2021-07-21,46656
France,2021-07-22,46656
France,2021-07-23,46656
France,2021-07-24,46656
France,2021-07-25,118078
France,2021-07-26,118078
France,2021-07-27,118078
France,2021-07-28,118078
France,2021-07-29,118078
France,2021-07-30,118078
France,2021-07-31,118078
France,2021-08-01,143183
France,2021-08-02,143183
France,2021-08-03,143183
France,2021-08-04,143183
France,2021-08-05,143183
France,2021-08-06,143183
France,2021-08-07,143183
France,2021-08-08,147135
France,2021-08-09,147135
France,2021-08-10,147135
France,2021-08-11,147135
France,2021-08-12,147135
France,2021-08-13,147135
France,2021-08-14,147135
France,2021-08-15,150930
France,2021-08-16,150930
France,2021-08-17,150930
France,2021-08-18,150930
France,2021-08-19,150930
France,2021-08-20,150930
France,2021-08-21,150930
France,2021-08-22,133571
France,2021-08-23,133571
France,2021-08-24,133571
France,2021-08-25,133571
France,2021-08-26,133571
France,2021-08-27,133571
France,2021-08-28,133571
France,2021-08-29,112124
France,2021-08-30,112124
France,2021-08-31,112124
France,2021-09-01,112124
France,2021-09-02,112124
France,2021-09-03,112124
France,2021-09-04,112124
France,2021-09-05,85782
France,2021-09-06,85782
France,2021-09-07,85782
France,2021-09-08,85782
France,2021-09-09,85782
France,2021-09-10,85782
France,2021-09-11,85782
France,2021-09-12,64820
France,2021-09-13,64820
France,2021-09-14,64820
France,2021-09-15,64820
France,2021-09-16,64820
France,2021-09-17,64820
France,2021-09-18,64820
France,2021-09-19,46736
France,2021-09-20,46736
France,2021-09-21,46736
France,2021-09-22,46736
France,2021-09-23,46736
France,2021-09-24,46736
France,2021-09-25,46736
France,2021-09-26,36114
France,2021-09-27,36114
France,2021-09-28,36114
France,2021-09-29,36114
France,2021-09-30,36114
France,2021-10-01,36114
France,2021-10-02,36114
France,2021-10-03,30916
France,2021-10-04,30916
France,2021-10-05,30916
France,2021-10-06,30916
France,2021-10-07,30916
France,2021-10-08,30916
France,2021-10-09,30916
France,2021-10-10,26346
France,2021-10-11,26346
France,2021-10-12,26346
France,2021-10-13,26346
France,2021-10-14,26346
France,2021-10-15,26346
France,2021-10-16,26346
France,2021-10-17,31095
France,2021-10-18,31095
France,2021-10-19,31095
France,2021-10-20,31095
France,2021-10-21,31095
France,2021-10-22,31095
France,2021-10-23,31095
France,2021-10-24,34241
France,2021-10-25,34241
France,2021-10-26,34241
France,2021-10-27,34241
France,2021-10-28,34241
France,2021-10-29,34241
France,2021-10-30,34241
France,2021-10-31,38425
France,2021-11-01,38425
France,2021-11-02,38425
France,2021-11-03,38425
France,2021-11-04,38425
France,2021-11-05,38425
France,2021-11-06,38425
France,2021-11-07,48057
France,2021-11-08,48057
France,2021-11-09,48057
France,2021-11-10,48057
France,2021-11-11,48057
France,2021-11-12,48057
France,2021-11-13,48057
France,2021-11-14,66361
France,2021-11-15,66361
France,2021-11-16,66361
France,2021-11-17,66361
France,2021-11-18,66361
France,2021-11-19,66361
France,2021-11-20,66361
France,2021-11-21,119701
France,2021-11-22,119701
France,2021-11-23,119701
France,2021-11-24,119701
France,2021-11-25,119701
France,2021-11-26,119701
France,2021-11-27,119701
France,2021-11-28,195222
France,2021-11-29,195222
France,2021-11-30,195222
France,2021-12-01,195222
France,2021-12-02,195222
France,2021-12-03,195222
France,2021-12-04,195222
France,2021-12-05,288799
France,2021-12-06,288799
France,2021-12-07,288799
France,2021-12-08,288799
France,2021-12-09,288799
France,2021-12-10,288799
France,2021-12-11,288799
France,2021-12-12,337285
France,2021-12-13,337285
France,2021-12-14,337285
France,2021-12-15,337285
France,2021-12-16,337285
France,2021-12-17,337285
France,2021-12-18,337285
France,2021-12-19,360652
France,2021-12-20,360652
France,2021-12-21,360652
France,2021-12-22,360652
France,2021-12-23,360652
France,2021-12-24,360652
France,2021-12-25,360652
France,2021-12-26,519740
France,2021-12-27,519740
France,2021-12-28,519740
France,2021-12-29,519740
France,2021-12-30,519740
France,2021-12-31,519740
France,2022-01-01,519740
France,2022-01-02,1140724
France,2022-01-03,1140724
France,2022-01-04,1140724
France,2022-01-05,1140724
France,2022-01-06,1140724
France,2022-01-07,1140724
France,2022-01-08,1140724
France,2022-01-09,1726217
France,2022-01-10,1726217
France,2022-01-11,1726217
France,2022-01-12,1726217
France,2022-01-13,1726217
France,2022-01-14,1726217
France,2022-01-15,1726217
France,2022-01-16,1961912
France,2022-01-17,1961912
France,2022-01-18,1961912
France,2022-01-19,1961912
France,2022-01-20,1961912
France,2022-01-21,1961912
France,2022-01-22,1961912
France,2022-01-23,2417043
France,2022-01-24,2417043
France,2022-01-25,2417043
France,2022-01-26,2417043
France,2022-01-27,2417043
France,2022-01-28,2417043
France,2022-01-29,2417043
France,2022-01-30,2329374
France,2022-01-31,2329374
France,2022-02-01,2329374
France,2022-02-02,2329374
France,2022-02-03,2329374
France,2022-02-04,2329374
France,2022-02-05,2329374
France,2022-02-06,1707588
France,2022-02-07,1707588
France,2022-02-08,1707588
France,2022-02-09,1707588
France,2022-02-10,1707588
France,2022-02-11,1707588
France,2022-02-12,1707588
France,2022-02-13,958639
France,2022-02-14,958639
France,2022-02-15,958639
France,2022-02-16,958639
France,2022-02-17,958639
France,2022-02-18,958639
France,2022-02-19,958639
France,2022-02-20,565947
France,2022-02-21,565947
France,2022-02-22,565947
France,2022-02-23,565947
France,2022-02-24,565947
France,2022-02-25,565947
France,2022-02-26,565947
France,2022-02-27,393549
France,2022-02-28,393549
France,2022-03-01,393549
France,2022-03-02,393549
France,2022-03-03,393549
France,2022-03-04,393549
France,2022-03-05,393549
France,2022-03-06,348284
France,2022-03-07,348284
France,2022-03-08,348284
France,2022-03-09,348284
France,2022-03-10,348284
France,2022-03-11,348284
France,2022-03-12,348284
France,2022-03-13,419228
France,2022-03-14,419228
France,2022-03-15,419228
France,2022-03-16,419228
France,2022-03-17,419228
France,2022-03-18,419228
France,2022-03-19,419228
France,2022-03-20,586328
France,2022-03-21,586328
France,2022-03-22,586328
France,2022-03-23,586328
France,2022-03-24,586328
France,2022-03-25,586328
France,2022-03-26,586328
France,2022-03-27,851993
France,2022-03-28,851993
France,2022-03-29,851993
France,2022-03-30,851993
France,2022-03-31,851993
France,2022-04-01,851993
France,2022-04-02,851993
France,2022-04-03,959358
France,2022-04-04,959358
France,2022-04-05,959358
France,2022-04-06,959358
France,2022-04-07,959358
France,2022-04-08,959358
France,2022-04-09,959358
France,2022-04-10,928373
France,2022-04-11,928373
France,2022-04-12,928373
France,2022-04-13,928373
France,2022-04-14,928373
France,2022-04-15,928373
France,2022-04-16,928373
France,2022-04-17,822438
France,2022-04-18,822438
France,2022-04-19,822438
France,2022-04-20,822438
France,2022-04-21,822438
France,2022-04-22,822438
France,2022-04-23,822438
France,2022-04-24,539161
France,2022-04-25,539161
France,2022-04-26,539161
France,2022-04-27,539161
France,2022-04-28,539161
France,2022-04-29,539161
France,2022-04-30,539161
France,2022-05-01,376510
France,2022-05-02,376510
France,2022-05-03,376510
France,2022-05-04,376510
France,2022-05-05,376510
France,2022-05-06,376510
France,2022-05-07,376510
France,2022-05-08,264928
France,2022-05-09,264928
France,2022-05-10,264928
France,2022-05-11,264928
France,2022-05-12,264928
France,2022-05-13,264928
France,2022-05-14,264928
France,2022-05-15,216715
France,2022-05-16,216715
France,2022-05-17,216715
France,2022-05-18,216715
France,2022-05-19,216715
France,2022-05-20,216715
France,2022-05-21,216715
France,2022-05-22,162239
France,2022-05-23,162239
France,2022-05-24,162239
France,2022-05-25,162239
France,2022-05-26,162239
France,2022-05-27,162239
France,2022-05-28,162239
France,2022-05-29,113355
France,2022-05-30,113355
France,2022-05-31,113355
France,2022-06-01,113355
France,2022-06-02,113355
France,2022-06-03,113355
France,2022-06-04,113355
France,2022-06-05,148073
France,2022-06-06,148073
France,2022-06-07,148073
France,2022-06-08,148073
France,2022-06-09,148073
France,2022-06-10,148073
France,2022-06-11,148073
France,2022-06-12,193813
France,2022-06-13,193813
France,2022-06-14,193813
France,2022-06-15,193813
France,2022-06-16,193813
France,2022-06-17,193813
France,2022-06-18,193813
France,2022-06-19,297927
France,2022-06-20,297927
France,2022-06-21,297927
France,2022-06-22,297927
France,2022-06-23,297927
France,2022-06-24,297927
France,2022-06-25,297927
France,2022-06-26,456705
France,2022-06-27,456705
France,2022-06-28,456705
France,2022-06-29,456705
France,2022-06-30,456705
France,2022-07-01,456705
France,2022-07-02,456705
France,2022-07-03,731586
France,2022-07-04,731586
France,2022-07-05,731586
France,2022-07-06,731586
France,2022-07-07,731586
France,2022-07-08,731586
France,2022-07-09,731586
France,2022-07-10,903969
France,2022-07-11,903969
France,2022-07-12,903969
France,2022-07-13,903969
France,2022-07-14,903969
France,2022-07-15,903969
France,2022-07-16,903969
France,2022-07-17,683784
France,2022-07-18,683784
France,2022-07-19,683784
France,2022-07-20,683784
France,2022-07-21,683784
France,2022-07-22,683784
France,2022-07-23,683784
France,2022-07-24,522296
France,2022-07-25,522296
France,2022-07-26,522296
France,2022-07-27,522296
France,2022-07-28,522296
France,2022-07-29,522296
France,2022-07-30,522296
France,2022-07-31,329431
France,2022-08-01,329431
France,2022-08-02,329431
France,2022-08-03,329431
France,2022-08-04,329431
France,2022-08-05,329431
France,2022-08-06,329431
France,2022-08-07,212195
France,2022-08-08,212195
France,2022-08-09,212195
France,2022-08-10,212195
France,2022-08-11,212195
France,2022-08-12,212195
France,2022-08-13,212195
France,2022-08-14,151186
France,2022-08-15,151186
France,2022-08-16,151186
France,2022-08-17,151186
France,2022-08-18,151186
France,2022-08-19,151186
France,2022-08-20,151186
France,2022-08-21,119216
France,2022-08-22,119216
France,2022-08-23,119216
France,2022-08-24,119216
France,2022-08-25,119216
France,2022-08-26,119216
France,2022-08-27,119216
France,2022-08-28,117039
France,2022-08-29,117039
France,2022-08-30,117039
France,2022-08-31,117039
France,2022-09-01,117039
France,2022-09-02,117039
France,2022-09-03,117039
France,2022-09-04,106571
France,2022-09-05,106571
France,2022-09-06,106571
France,2022-09-07,106571
France,2022-09-08,106571
France,2022-09-09,106571
France,2022-09-10,106571
France,2022-09-11,112374
France,2022-09-12,112374
France,2022-09-13,112374
France,2022-09-14,112374
France,2022-09-15,112374
France,2022-09-16,112374
France,2022-09-17,112374
France,2022-09-18,188853
France,2022-09-19,188853
France,2022-09-20,188853
France,2022-09-21,188853
France,2022-09-22,188853
France,2022-09-23,188853
France,2022-09-24,188853
France,2022-09-25,230732
France,2022-09-26,230732
France,2022-09-27,230732
France,2022-09-28,230732
France,2022-09-29,230732
France,2022-09-30,230732
France,2022-10-01,230732
France,2022-10-02,310114
France,2022-10-03,310114
France,2022-10-04,310114
France,2022-10-05,310114
France,2022-10-06,310114
France,2022-10-07,310114
France,2022-10-08,310114
France,2022-10-09,385474
France,2022-10-10,385474
France,2022-10-11,385474
France,2022-10-12,385474
France,2022-10-13,385474
France,2022-10-14,385474
France,2022-10-15,385474
France,2022-10-16,392073
France,2022-10-17,392073
France,2022-10-18,392073
France,2022-10-19,392073
France,2022-10-20,392073
France,2022-10-21,392073
France,2022-10-22,392073
France,2022-10-23,348646
France,2022-10-24,348646
France,2022-10-25,348646
France,2022-10-26,348646
France,2022-10-27,348646
France,2022-10-28,348646
France,2022-10-29,348646
France,2022-10-30,222885
France,2022-10-31,222885
France,2022-11-01,222885
France,2022-11-02,222885
France,2022-11-03,222885
France,2022-11-04,222885
France,2022-11-05,222885
France,2022-11-06,153617
France,2022-11-07,153617
France,2022-11-08,153617
France,2022-11-09,153617
France,2022-11-10,153617
France,2022-11-11,153617
France,2022-11-12,153617
France,2022-11-13,151055
France,2022-11-14,151055
France,2022-11-15,151055
France,2022-11-16,151055
France,2022-11-17,151055
France,2022-11-18,151055
France,2022-11-19,151055
France,2022-11-20,221689
France,2022-11-21,221689
France,2022-11-22,221689
France,2022-11-23,221689
France,2022-11-24,221689
France,2022-11-25,221689
France,2022-11-26,221689
France,2022-11-27,293632
France,2022-11-28,293632
France,2022-11-29,293632
France,2022-11-30,293632
France,2022-12-01,293632
France,2022-12-02,293632
France,2022-12-03,293632
France,2022-12-04,384070
France,2022-12-05,384070
France,2022-12-06,384070
France,2022-12-07,384070
France,2022-12-08,384070
France,2022-12-09,384070
France,2022-12-10,384070
France,2022-12-11,429679
France,2022-12-12,429679
France,2022-12-13,429679
France,2022-12-14,429679
France,2022-12-15,429679
France,2022-12-16,429679
France,2022-12-17,429679
France,2022-12-18,391192
France,2022-12-19,391192
France,2022-12-20,391192
France,2022-12-21,391192
France,2022-12-22,391192
France,2022-12-23,391192
France,2022-12-24,391192
France,2022-12-25,299842
France,2022-12-26,299842
France,2022-12-27,299842
France,2022-12-28,299842
France,2022-12-29,299842
France,2022-12-30,299842
France,2022-12-31,299842
France,2023-01-01,151707
France,2023-01-02,151707
France,2023-01-03,151707
France,2023-01-04,151707
France,2023-01-05,151707
France,2023-01-06,151707
France,2023-01-07,151707
France,2023-01-08,80829
France,2023-01-09,80829
France,2023-01-10,80829
France,2023-01-11,80829
France,2023-01-12,80829
France,2023-01-13,80829
France,2023-01-14,80829
France,2023-01-15,43524
France,2023-01-16,43524
France,2023-01-17,43524
France,2023-01-18,43524
France,2023-01-19,43524
France,2023-01-20,43524
France,2023-01-21,43524
France,2023-01-22,31693
France,2023-01-23,31693
France,2023-01-24,31693
France,2023-01-25,31693
France,2023-01-26,31693
France,2023-01-27,31693
France,2023-01-28,31693
France,2023-01-29,29999
France,2023-01-30,29999
France,2023-01-31,29999
France,2023-02-01,29999
France,2023-02-02,29999
France,2023-02-03,29999
France,2023-02-04,29999
France,2023-02-05,26127
France,2023-02-06,26127
France,2023-02-07,26127
France,2023-02-08,26127
France,2023-02-09,26127
France,2023-02-10,26127
France,2023-02-11,26127
France,2023-02-12,22545
France,2023-02-13,22545
France,2023-02-14,22545
France,2023-02-15,22545
France,2023-02-16,22545
France,2023-02-17,22545
France,2023-02-18,22545
France,2023-02-19,24116
France,2023-02-20,24116
France,2023-02-21,24116
France,2023-02-22,24116
France,2023-02-23,24116
France,2023-02-24,24116
France,2023-02-25,24116
France,2023-02-26,26274
France,2023-02-27,26274
France,2023-02-28,26274
France,2023-03-01,26274
France,2023-03-02,26274
France,2023-03-03,26274
France,2023-03-04,26274
France,2023-03-05,25318
France,2023-03-06,25318
France,2023-03-07,25318
France,2023-03-08,25318
France,2023-03-09,25318
France,2023-03-10,25318
France,2023-03-11,25318
France,2023-03-12,35851
France,2023-03-13,35851
France,2023-03-14,35851
France,2023-03-15,35851
France,2023-03-16,35851
France,2023-03-17,35851
France,2023-03-18,35851
France,2023-03-19,46305
France,2023-03-20,46305
France,2023-03-21,46305
France,2023-03-22,46305
France,2023-03-23,46305
France,2023-03-24,46305
France,2023-03-25,46305
France,2023-03-26,54593
France,2023-03-27,54593
France,2023-03-28,54593
France,2023-03-29,54593
France,2023-03-30,54593
France,2023-03-31,54593
France,2023-04-01,54593
France,2023-04-02,57282
France,2023-04-03,57282
France,2023-04-04,57282
France,2023-04-05,57282
France,2023-04-06,57282
France,2023-04-07,57282
France,2023-04-08,57282
France,2023-04-09,55344
France,2023-04-10,55344
France,2023-04-11,55344
France,2023-04-12,55344
France,2023-04-13,55344
France,2023-04-14,55344
France,2023-04-15,55344
France,2023-04-16,52509
France,2023-04-17,52509
France,2023-04-18,52509
France,2023-04-19,52509
France,2023-04-20,52509
France,2023-04-21,52509
France,2023-04-22,52509
France,2023-04-23,48578
France,2023-04-24,48578
France,2023-04-25,48578
France,2023-04-26,48578
France,2023-04-27,48578
France,2023-04-28,48578
France,2023-04-29,48578
France,2023-04-30,40443
France,2023-05-01,40443
France,2023-05-02,40443
France,2023-05-03,40443
France,2023-05-04,40443
France,2023-05-05,40443
France,2023-05-06,40443
France,2023-05-07,31332
France,2023-05-08,31332
France,2023-05-09,31332
France,2023-05-10,31332
France,2023-05-11,31332
France,2023-05-12,31332
France,2023-05-13,31332
France,2023-05-14,24280
France,2023-05-15,24280
France,2023-05-16,24280
France,2023-05-17,24280
France,2023-05-18,24280
France,2023-05-19,24280
France,2023-05-20,24280
France,2023-05-21,20650
France,2023-05-22,20650
France,2023-05-23,20650
France,2023-05-24,20650
France,2023-05-25,20650
France,2023-05-26,20650
France,2023-05-27,20650
France,2023-05-28,25230
France,2023-05-29,25230
France,2023-05-30,25230
France,2023-05-31,25230
France,2023-06-01,25230
France,2023-06-02,25230
France,2023-06-03,25230
France,2023-06-04,18614
France,2023-06-05,18614
France,2023-06-06,18614
France,2023-06-07,18614
France,2023-06-08,18614
France,2023-06-09,18614
France,2023-06-10,18614
France,2023-06-11,15618
France,2023-06-12,15618
France,2023-06-13,15618
France,2023-06-14,15618
France,2023-06-15,15618
France,2023-06-16,15618
France,2023-06-17,15618
France,2023-06-18,11200
France,2023-06-19,11200
France,2023-06-20,11200
France,2023-06-21,11200
France,2023-06-22,11200
France,2023-06-23,11200
France,2023-06-24,11200
France,2023-06-25,7982
France,2023-06-26,7982
France,2023-06-27,7982
France,2023-06-28,7982
France,2023-06-29,7982
France,2023-06-30,7982
France,2023-07-01,7982
Germany,2020-01-09,1
Germany,2020-01-10,1
Germany,2020-01-11,0
Germany,2020-01-12,0
Germany,2020-01-13,0
Germany,2020-01-14,0
Germany,2020-01-15,0
Germany,2020-01-16,0
Germany,2020-01-17,0
Germany,2020-01-18,0
Germany,2020-01-19,0
Germany,2020-01-20,0
Germany,2020-01-21,0
Germany,2020-01-22,0
Germany,2020-01-23,0
Germany,2020-01-24,0
Germany,2020-01-25,0
Germany,2020-01-26,1
Germany,2020-01-27,1
Germany,2020-01-28,1
Germany,2020-01-29,1
Germany,2020-01-30,1
Germany,2020-01-31,1
Germany,2020-02-01,1
Germany,2020-02-02,9
Germany,2020-02-03,9
Germany,2020-02-04,9
Germany,2020-02-05,9
Germany,2020-02-06,9
Germany,2020-02-07,9
Germany,2020-02-08,9
Germany,2020-02-09,9
Germany,2020-02-10,9
Germany,2020-02-11,9
Germany,2020-02-12,9
Germany,2020-02-13,9
Germany,2020-02-14,9
Germany,2020-02-15,9
Germany,2020-02-16,5
Germany,2020-02-17,5
Germany,2020-02-18,5
Germany,2020-02-19,5
Germany,2020-02-20,5
Germany,2020-02-21,5
Germany,2020-02-22,5
Germany,2020-02-23,6
Germany,2020-02-24,6
Germany,2020-02-25,6
Germany,2020-02-26,6
Germany,2020-02-27,6
Germany,2020-02-28,6
Germany,2020-02-29,6
Germany,2020-03-01,139
Germany,2020-03-02,139
Germany,2020-03-03,139
Germany,2020-03-04,139
Germany,2020-03-05,139
Germany,2020-03-06,139
Germany,2020-03-07,139
Germany,2020-03-08,905
Germany,2020-03-09,905
Germany,2020-03-10,905
Germany,2020-03-11,905
Germany,2020-03-12,905
Germany,2020-03-13,905
Germany,2020-03-14,905
Germany,2020-03-15,6441
Germany,2020-03-16,6441
Germany,2020-03-17,6441
Germany,2020-03-18,6441
Germany,2020-03-19,6441
Germany,2020-03-20,6441
Germany,2020-03-21,6441
Germany,2020-03-22,22407
