Entity,Day,Weekly deaths
Canada,2021-10-19,286
Canada,2021-10-20,344
Canada,2021-10-21,314
Canada,2021-10-22,277
Canada,2021-10-23,246
Canada,2021-10-24,261
Canada,2021-10-25,263
Canada,2021-10-26,255
Canada,2021-10-27,241
Canada,2021-10-28,236
Canada,2021-10-29,236
Canada,2021-10-30,260
Canada,2021-10-31,222
Canada,2021-11-01,219
Canada,2021-11-02,220
Canada,2021-11-03,217
Canada,2021-11-04,215
Canada,2021-11-05,212
Canada,2021-11-06,185
Canada,2021-11-07,178
Canada,2021-11-08,176
Canada,2021-11-09,183
Canada,2021-11-10,167
Canada,2021-11-11,159
Canada,2021-11-12,154
Canada,2021-11-13,151
Canada,2021-11-14,175
Canada,2021-11-15,179
Canada,2021-11-16,183
Canada,2021-11-17,190
Canada,2021-11-18,185
Canada,2021-11-19,180
Canada,2021-11-20,193
Canada,2021-11-21,171
Canada,2021-11-22,167
Canada,2021-11-23,162
Canada,2021-11-24,141
Canada,2021-11-25,151
Canada,2021-11-26,148
Canada,2021-11-27,138
Canada,2021-11-28,137
Canada,2021-11-29,142
Canada,2021-11-30,140
Canada,2021-12-01,144
Canada,2021-12-02,132
Canada,2021-12-03,133
Canada,2021-12-04,136
Canada,2021-12-05,138
Canada,2021-12-06,132
Canada,2021-12-07,128
Canada,2021-12-08,128
Canada,2021-12-09,138
Canada,2021-12-10,136
Canada,2021-12-11,138
Canada,2021-12-12,142
Canada,2021-12-13,146
Canada,2021-12-14,153
Canada,2021-12-15,141
Canada,2021-12-16,142
Canada,2021-12-17,142
Canada,2021-12-18,136
Canada,2021-12-19,132
Canada,2021-12-20,128
Canada,2021-12-21,123
Canada,2021-12-22,121
Canada,2021-12-23,115
Canada,2021-12-24,119
Canada,2021-12-25,117
Canada,2021-12-26,109
Canada,2021-12-27,102
Canada,2021-12-28,102
Canada,2021-12-29,124
Canada,2021-12-30,131
Canada,2021-12-31,136
Canada,2022-01-01,146
Canada,2022-01-02,173
Canada,2022-01-03,189
Canada,2022-01-04,210
Canada,2022-01-05,203
Canada,2022-01-06,229
Canada,2022-01-07,263
Canada,2022-01-08,294
Canada,2022-01-09,339
Canada,2022-01-10,393
Canada,2022-01-11,407
Canada,2022-01-12,428
Canada,2022-01-13,482
Canada,2022-01-14,535
Canada,2022-01-15,583
Canada,2022-01-16,623
Canada,2022-01-17,688
Canada,2022-01-18,721
Canada,2022-01-19,796
Canada,2022-01-20,829
Canada,2022-01-21,883
Canada,2022-01-22,982
Canada,2022-01-23,1015
Canada,2022-01-24,996
Canada,2022-01-25,1010
Canada,2022-01-26,1073
Canada,2022-01-27,1105
Canada,2022-01-28,1154
Canada,2022-01-29,1127
Canada,2022-01-30,1118
Canada,2022-01-31,1118
Canada,2022-02-01,1099
Canada,2022-02-02,1058
Canada,2022-02-03,1037
Canada,2022-02-04,990
Canada,2022-02-05,978
Canada,2022-02-06,980
Canada,2022-02-07,958
Canada,2022-02-08,970
Canada,2022-02-09,949
Canada,2022-02-10,915
Canada,2022-02-11,884
Canada,2022-02-12,830
Canada,2022-02-13,817
Canada,2022-02-14,825
Canada,2022-02-15,773
Canada,2022-02-16,757
Canada,2022-02-17,735
Canada,2022-02-18,697
Canada,2022-02-19,678
Canada,2022-02-20,613
Canada,2022-02-21,558
Canada,2022-02-22,557
Canada,2022-02-23,467
Canada,2022-02-24,467
Canada,2022-02-25,450
Canada,2022-02-26,441
Canada,2022-02-27,465
Canada,2022-02-28,506
Canada,2022-03-01,491
Canada,2022-03-02,530
Canada,2022-03-03,475
Canada,2022-03-04,475
Canada,2022-03-05,461
Canada,2022-03-06,435
Canada,2022-03-07,398
Canada,2022-03-08,413
Canada,2022-03-09,408
Canada,2022-03-10,425
Canada,2022-03-11,398
Canada,2022-03-12,381
Canada,2022-03-13,420
Canada,2022-03-14,417
Canada,2022-03-15,416
Canada,2022-03-16,392
Canada,2022-03-17,386
Canada,2022-03-18,375
Canada,2022-03-19,373
Canada,2022-03-20,301
Canada,2022-03-21,325
Canada,2022-03-22,319
Canada,2022-03-23,319
Canada,2022-03-24,297
Canada,2022-03-25,270
Canada,2022-03-26,253
Canada,2022-03-27,261
Canada,2022-03-28,233
Canada,2022-03-29,239
Canada,2022-03-30,223
Canada,2022-03-31,265
Canada,2022-04-01,274
Canada,2022-04-02,260
Canada,2022-04-03,260
Canada,2022-04-04,264
Canada,2022-04-05,268
Canada,2022-04-06,264
Canada,2022-04-07,271
Canada,2022-04-08,285
Canada,2022-04-09,309
Canada,2022-04-10,306
Canada,2022-04-11,336
Canada,2022-04-12,345
Canada,2022-04-13,364
Canada,2022-04-14,363
Canada,2022-04-15,348
Canada,2022-04-16,353
Canada,2022-04-17,324
Canada,2022-04-18,341
Canada,2022-04-19,301
Canada,2022-04-20,371
Canada,2022-04-21,363
Canada,2022-04-22,394
Canada,2022-04-23,400
Canada,2022-04-24,452
Canada,2022-04-25,520
Canada,2022-04-26,545
Canada,2022-04-27,481
Canada,2022-04-28,520
Canada,2022-04-29,505
Canada,2022-04-30,494
Canada,2022-05-01,477
Canada,2022-05-02,482
Canada,2022-05-03,479
Canada,2022-05-04,471
Canada,2022-05-05,474
Canada,2022-05-06,489
Canada,2022-05-07,495
Canada,2022-05-08,486
Canada,2022-05-09,505
Canada,2022-05-10,494
Canada,2022-05-11,491
Canada,2022-05-12,508
Canada,2022-05-13,503
Canada,2022-05-14,492
Canada,2022-05-15,501
Canada,2022-05-16,526
Canada,2022-05-17,524
Canada,2022-05-18,532
Canada,2022-05-19,489
Canada,2022-05-20,461
Canada,2022-05-21,459
Canada,2022-05-22,447
Canada,2022-05-23,359
Canada,2022-05-24,356
Canada,2022-05-25,340
Canada,2022-05-26,312
Canada,2022-05-27,319
Canada,2022-05-28,314
Canada,2022-05-29,303
Canada,2022-05-30,343
Canada,2022-05-31,338
Canada,2022-06-01,333
Canada,2022-06-02,348
Canada,2022-06-03,343
Canada,2022-06-04,319
Canada,2022-06-05,304
Canada,2022-06-06,147
Canada,2022-06-07,148
Canada,2022-06-08,154
Canada,2022-06-09,94
Canada,2022-06-10,95
Canada,2022-06-11,87
Canada,2022-06-12,77
Canada,2022-06-13,67
Canada,2022-06-14,64
Canada,2022-06-15,48
Canada,2022-06-16,34
Canada,2022-06-17,0
Canada,2022-06-19,0
Canada,2022-06-20,0
Canada,2022-06-21,0
Canada,2022-06-22,0
Canada,2022-06-23,0
Canada,2022-06-24,0
Canada,2022-06-25,143
Canada,2022-06-26,143
Canada,2022-06-27,143
Canada,2022-06-28,143
Canada,2022-06-29,143
Canada,2022-06-30,143
Canada,2022-07-01,143
Canada,2022-07-02,140
Canada,2022-07-03,140
Canada,2022-07-04,140
Canada,2022-07-05,140
Canada,2022-07-06,140
Canada,2022-07-07,140
Canada,2022-07-08,140
Canada,2022-07-09,152
Canada,2022-07-10,152
Canada,2022-07-11,152
Canada,2022-07-12,152
Canada,2022-07-13,152
Canada,2022-07-14,152
Canada,2022-07-15,152
Canada,2022-07-16,174
Canada,2022-07-17,174
Canada,2022-07-18,174
Canada,2022-07-19,174
Canada,2022-07-20,174
Canada,2022-07-21,174
Canada,2022-07-22,174
Canada,2022-07-23,242
Canada,2022-07-24,242
Canada,2022-07-25,242
Canada,2022-07-26,242
Canada,2022-07-27,242
Canada,2022-07-28,242
Canada,2022-07-29,242
Canada,2022-07-30,291
Canada,2022-07-31,291
Canada,2022-08-01,291
Canada,2022-08-02,291
Canada,2022-08-03,291
Canada,2022-08-04,291
Canada,2022-08-05,291
Canada,2022-08-06,263
Canada,2022-08-07,263
Canada,2022-08-08,263
Canada,2022-08-09,263
Canada,2022-08-10,263
Canada,2022-08-11,263
Canada,2022-08-12,263
Canada,2022-08-13,346
Canada,2022-08-14,346
Canada,2022-08-15,346
Canada,2022-08-16,346
Canada,2022-08-17,346
Canada,2022-08-18,346
Canada,2022-08-19,346
Canada,2022-08-20,259
Canada,2022-08-21,259
Canada,2022-08-22,259
Canada,2022-08-23,259
Canada,2022-08-24,259
Canada,2022-08-25,259
Canada,2022-08-26,259
Canada,2022-08-27,300
Canada,2022-08-28,300
Canada,2022-08-29,300
Canada,2022-08-30,300
Canada,2022-08-31,300
Canada,2022-09-01,300
Canada,2022-09-02,300
Canada,2022-09-03,302
Canada,2022-09-04,302
Canada,2022-09-05,302
Canada,2022-09-06,302
Canada,2022-09-07,302
Canada,2022-09-08,302
Canada,2022-09-09,302
Canada,2022-09-10,253
Canada,2022-09-11,253
Canada,2022-09-12,253
Canada,2022-09-13,253
Canada,2022-09-14,253
Canada,2022-09-15,253
Canada,2022-09-16,253
Canada,2022-09-17,227
Canada,2022-09-18,227
Canada,2022-09-19,227
Canada,2022-09-20,227
Canada,2022-09-21,227
Canada,2022-09-22,227
Canada,2022-09-23,227
Canada,2022-09-24,224
Canada,2022-09-25,224
Canada,2022-09-26,224
Canada,2022-09-27,224
Canada,2022-09-28,224
Canada,2022-09-29,224
Canada,2022-09-30,224
Canada,2022-10-01,210
Canada,2022-10-02,210
Canada,2022-10-03,210
Canada,2022-10-04,210
Canada,2022-10-05,210
Canada,2022-10-06,210
Canada,2022-10-07,210
Canada,2022-10-08,231
Canada,2022-10-09,231
Canada,2022-10-10,231
Canada,2022-10-11,231
Canada,2022-10-12,231
Canada,2022-10-13,231
Canada,2022-10-14,231
Canada,2022-10-15,287
Canada,2022-10-16,287
Canada,2022-10-17,287
Canada,2022-10-18,287
Canada,2022-10-19,287
Canada,2022-10-20,287
Canada,2022-10-21,287
Canada,2022-10-22,379
Canada,2022-10-23,379
Canada,2022-10-24,379
Canada,2022-10-25,379
Canada,2022-10-26,379
Canada,2022-10-27,379
Canada,2022-10-28,379
Canada,2022-10-29,380
Canada,2022-10-30,380
Canada,2022-10-31,380
Canada,2022-11-01,380
Canada,2022-11-02,380
Canada,2022-11-03,380
Canada,2022-11-04,380
Canada,2022-11-05,376
Canada,2022-11-06,376
Canada,2022-11-07,376
Canada,2022-11-08,376
Canada,2022-11-09,376
Canada,2022-11-10,376
Canada,2022-11-11,376
Canada,2022-11-12,344
Canada,2022-11-13,344
Canada,2022-11-14,344
Canada,2022-11-15,344
Canada,2022-11-16,344
Canada,2022-11-17,344
Canada,2022-11-18,344
Canada,2022-11-19,304
Canada,2022-11-20,304
Canada,2022-11-21,304
Canada,2022-11-22,304
Canada,2022-11-23,304
Canada,2022-11-24,304
Canada,2022-11-25,304
Canada,2022-11-26,322
Canada,2022-11-27,322
Canada,2022-11-28,322
Canada,2022-11-29,322
Canada,2022-11-30,322
Canada,2022-12-01,322
Canada,2022-12-02,322
Canada,2022-12-03,308
Canada,2022-12-04,308
Canada,2022-12-05,308
Canada,2022-12-06,308
Canada,2022-12-07,308
Canada,2022-12-08,308
Canada,2022-12-09,308
Canada,2022-12-10,285
Canada,2022-12-11,285
Canada,2022-12-12,285
Canada,2022-12-13,285
Canada,2022-12-14,285
Canada,2022-12-15,285
Canada,2022-12-16,285
Canada,2022-12-17,280
Canada,2022-12-18,280
Canada,2022-12-19,280
Canada,2022-12-20,280
Canada,2022-12-21,280
Canada,2022-12-22,280
Canada,2022-12-23,280
Canada,2022-12-24,382
Canada,2022-12-25,382
Canada,2022-12-26,382
Canada,2022-12-27,382
Canada,2022-12-28,382
Canada,2022-12-29,382
Canada,2022-12-30,382
Canada,2022-12-31,350
Canada,2023-01-01,350
Canada,2023-01-02,350
Canada,2023-01-03,350
Canada,2023-01-04,350
Canada,2023-01-05,350
Canada,2023-01-06,350
Canada,2023-01-07,258
Canada,2023-01-08,258
Canada,2023-01-09,258
Canada,2023-01-10,258
Canada,2023-01-11,258
Canada,2023-01-12,258
Canada,2023-01-13,258
Canada,2023-01-14,332
Canada,2023-01-15,332
Canada,2023-01-16,332
Canada,2023-01-17,332
Canada,2023-01-18,332
Canada,2023-01-19,332
Canada,2023-01-20,332
Canada,2023-01-21,302
Canada,2023-01-22,302
Canada,2023-01-23,302
Canada,2023-01-24,302
Canada,2023-01-25,302
Canada,2023-01-26,302
Canada,2023-01-27,302
Canada,2023-01-28,278
Canada,2023-01-29,278
Canada,2023-01-30,278
Canada,2023-01-31,278
Canada,2023-02-01,278
Canada,2023-02-02,278
Canada,2023-02-03,278
Canada,2023-02-04,252
Canada,2023-02-05,252
Canada,2023-02-06,252
Canada,2023-02-07,252
Canada,2023-02-08,252
Canada,2023-02-09,252
Canada,2023-02-10,252
Canada,2023-02-11,226
Canada,2023-02-12,226
Canada,2023-02-13,226
Canada,2023-02-14,226
Canada,2023-02-15,226
Canada,2023-02-16,226
Canada,2023-02-17,226
Canada,2023-02-18,212
Canada,2023-02-19,212
Canada,2023-02-20,212
Canada,2023-02-21,212
Canada,2023-02-22,212
Canada,2023-02-23,212
Canada,2023-02-24,212
Canada,2023-02-25,168
Canada,2023-02-26,168
Canada,2023-02-27,168
Canada,2023-02-28,168
Canada,2023-03-01,168
Canada,2023-03-02,168
Canada,2023-03-03,168
Canada,2023-03-04,165
Canada,2023-03-05,165
Canada,2023-03-06,165
Canada,2023-03-07,165
Canada,2023-03-08,165
Canada,2023-03-09,165
Canada,2023-03-10,165
Canada,2023-03-11,161
Canada,2023-03-12,161
Canada,2023-03-13,161
Canada,2023-03-14,161
Canada,2023-03-15,161
Canada,2023-03-16,161
Canada,2023-03-17,161
Canada,2023-03-18,181
Canada,2023-03-19,181
Canada,2023-03-20,181
Canada,2023-03-21,181
Canada,2023-03-22,181
Canada,2023-03-23,181
Canada,2023-03-24,181
Canada,2023-03-25,151
Canada,2023-03-26,151
Canada,2023-03-27,151
Canada,2023-03-28,151
Canada,2023-03-29,151
Canada,2023-03-30,151
Canada,2023-03-31,151
Canada,2023-04-01,131
Canada,2023-04-02,131
Canada,2023-04-03,131
Canada,2023-04-04,131
Canada,2023-04-05,131
Canada,2023-04-06,131
Canada,2023-04-07,131
Canada,2023-04-08,0
Canada,2023-04-09,147
Canada,2023-04-10,147
Canada,2023-04-11,147
Canada,2023-04-12,147
Canada,2023-04-13,147
Canada,2023-04-14,147
Canada,2023-04-15,147
Canada,2023-04-16,146
Canada,2023-04-17,146
Canada,2023-04-18,146
Canada,2023-04-19,146
Canada,2023-04-20,146
Canada,2023-04-21,146
Canada,2023-04-22,146
Canada,2023-04-23,119
Canada,2023-04-24,119
Canada,2023-04-25,119
Canada,2023-04-26,119
Canada,2023-04-27,119
Canada,2023-04-28,119
Canada,2023-04-29,119
Canada,2023-04-30,150
Canada,2023-05-01,150
Canada,2023-05-02,150
Canada,2023-05-03,150
Canada,2023-05-04,150
Canada,2023-05-05,150
Canada,2023-05-06,150
Canada,2023-05-07,141
Canada,2023-05-08,141
Canada,2023-05-09,141
Canada,2023-05-10,141
Canada,2023-05-11,141
Canada,2023-05-12,141
Canada,2023-05-13,141
Canada,2023-05-14,120
Canada,2023-05-15,120
Canada,2023-05-16,167
Canada,2023-05-17,167
Canada,2023-05-18,167
Canada,2023-05-19,167
Canada,2023-05-20,167
Canada,2023-05-21,47
Canada,2023-05-22,47
Canada,2023-05-23,35
Canada,2023-05-24,35
Canada,2023-05-25,35
Canada,2023-05-26,35
Canada,2023-05-27,35
Canada,2023-05-28,35
Canada,2023-05-29,35
Canada,2023-05-30,34
Canada,2023-05-31,34
Canada,2023-06-01,34
Canada,2023-06-02,34
Canada,2023-06-03,34
Canada,2023-06-04,34
Canada,2023-06-05,34
Canada,2023-06-06,29
Canada,2023-06-07,29
Canada,2023-06-08,29
Canada,2023-06-09,29
Canada,2023-06-10,29
Canada,2023-06-11,29
Canada,2023-06-12,29
Canada,2023-06-13,25
Canada,2023-06-14,25
Canada,2023-06-15,25
Canada,2023-06-16,25
Canada,2023-06-17,25
Canada,2023-06-18,25
Canada,2023-06-19,25
Canada,2023-06-20,22
Canada,2023-06-21,22
Canada,2023-06-22,22
Canada,2023-06-23,22
Canada,2023-06-24,22
Canada,2023-06-25,22
Canada,2023-06-26,22
Canada,2023-06-27,20
Canada,2023-06-28,20
Canada,2023-06-29,20
Canada,2023-06-30,20
Canada,2023-07-01,20
Canada,2023-07-02,20
Canada,2023-07-03,20
Canada,2023-07-04,12
Canada,2023-07-05,12
Canada,2023-07-06,12
Canada,2023-07-07,12
Canada,2023-07-08,12
Canada,2023-07-09,12
Canada,2023-07-10,12
Canada,2023-07-11,25
Canada,2023-07-12,25
Canada,2023-07-13,25
Canada,2023-07-14,25
Canada,2023-07-15,25
Canada,2023-07-16,25
Canada,2023-07-17,25
Canada,2023-07-18,22
Canada,2023-07-19,22
Canada,2023-07-20,22
Canada,2023-07-21,22
Canada,2023-07-22,22
Canada,2023-07-23,22
Canada,2023-07-24,22
Canada,2023-07-25,22
Canada,2023-07-26,22
Canada,2023-07-27,22
Canada,2023-07-28,22
Canada,2023-07-29,22
Canada,2023-07-30,22
Canada,2023-07-31,22
Canada,2023-08-01,25
Canada,2023-08-02,25
Canada,2023-08-03,25
Canada,2023-08-04,25
Canada,2023-08-05,25
Canada,2023-08-06,25
Canada,2023-08-07,25
Canada,2023-08-08,22
Canada,2023-08-09,22
Canada,2023-08-10,22
Canada,2023-08-11,22
Canada,2023-08-12,22
Canada,2023-08-13,22
Canada,2023-08-14,22
Canada,2023-08-15,21
Canada,2023-08-16,21
Canada,2023-08-17,21
Canada,2023-08-18,21
Canada,2023-08-19,21
Canada,2023-08-20,21
Canada,2023-08-21,21
Canada,2023-08-22,27
Canada,2023-08-23,27
Canada,2023-08-24,27
Canada,2023-08-25,27
Canada,2023-08-26,27
Canada,2023-08-27,27
Canada,2023-08-28,27
Canada,2023-08-29,51
Canada,2023-08-30,51
Canada,2023-08-31,51
Canada,2023-09-01,51
Canada,2023-09-02,51
Canada,2023-09-03,51
Canada,2023-09-04,51
Canada,2023-09-05,64
Canada,2023-09-06,64
Canada,2023-09-07,64
Canada,2023-09-08,64
Canada,2023-09-09,64
Canada,2023-09-10,64
Canada,2023-09-11,64
Canada,2023-09-12,58
Canada,2023-09-13,58
Canada,2023-09-14,58
Canada,2023-09-15,58
Canada,2023-09-16,58
Canada,2023-09-17,58
Canada,2023-09-18,58
Canada,2023-09-19,67
Canada,2023-09-20,67
Canada,2023-09-21,67
Canada,2023-09-22,67
Canada,2023-09-23,67
Canada,2023-09-24,67
Canada,2023-09-25,67
Canada,2023-09-26,85
Canada,2023-09-27,85
Canada,2023-09-28,85
Canada,2023-09-29,85
Canada,2023-09-30,85
Canada,2023-10-01,85
Canada,2023-10-02,85
Canada,2023-10-03,106
Canada,2023-10-04,106
Canada,2023-10-05,106
Canada,2023-10-06,106
Canada,2023-10-07,106
Canada,2023-10-08,106
Canada,2023-10-09,106
Canada,2023-10-10,81
Canada,2023-10-11,81
Canada,2023-10-12,81
Canada,2023-10-13,81
Canada,2023-10-14,81
Canada,2023-10-15,81
Canada,2023-10-16,81
Canada,2023-10-17,101
Canada,2023-10-18,101
Canada,2023-10-19,101
Canada,2023-10-20,101
Canada,2023-10-21,101
Canada,2023-10-22,101
Canada,2023-10-23,101
Canada,2023-10-24,109
Canada,2023-10-25,109
Canada,2023-10-26,109
Canada,2023-10-27,109
Canada,2023-10-28,109
Canada,2023-10-29,109
Canada,2023-10-30,109
Canada,2023-10-31,90
Canada,2023-11-01,90
Canada,2023-11-02,90
Canada,2023-11-03,90
Canada,2023-11-04,90
Canada,2023-11-05,90
Canada,2023-11-06,90
Canada,2023-11-07,103
Canada,2023-11-08,103
Canada,2023-11-09,103
Canada,2023-11-10,103
Canada,2023-11-11,103
Canada,2023-11-12,103
Canada,2023-11-13,103
Canada,2023-11-14,111
Canada,2023-11-15,111
Canada,2023-11-16,111
Canada,2023-11-17,111
Canada,2023-11-18,111
Canada,2023-11-19,111
Canada,2023-11-20,111
Canada,2023-11-21,105
Canada,2023-11-22,105
Canada,2023-11-23,105
Canada,2023-11-24,105
Canada,2023-11-25,105
Canada,2023-11-26,105
Canada,2023-11-27,105
Canada,2023-11-28,126
Canada,2023-11-29,126
Canada,2023-11-30,126
Canada,2023-12-01,126
Canada,2023-12-02,126
Canada,2023-12-03,126
Canada,2023-12-04,126
Canada,2023-12-05,93
Canada,2023-12-06,93
Canada,2023-12-07,93
Canada,2023-12-08,93
Canada,2023-12-09,93
Canada,2023-12-10,93
Canada,2023-12-11,93
Canada,2023-12-12,74
Canada,2023-12-13,74
Canada,2023-12-14,74
Canada,2023-12-15,74
Canada,2023-12-16,74
Canada,2023-12-17,74
Canada,2023-12-18,74
Canada,2023-12-19,84
Canada,2023-12-20,84
Canada,2023-12-21,84
Canada,2023-12-22,84
Canada,2023-12-23,84
Canada,2023-12-24,84
Canada,2023-12-25,84
Canada,2023-12-26,134
Canada,2023-12-27,134
Canada,2023-12-28,134
Canada,2023-12-29,134
Canada,2023-12-30,134
Canada,2023-12-31,134
Canada,2024-01-01,134
Canada,2024-01-02,91
Canada,2024-01-03,91
Canada,2024-01-04,91
Canada,2024-01-05,91
Canada,2024-01-06,91
Canada,2024-01-07,91
Canada,2024-01-08,91
Canada,2024-01-09,88
Canada,2024-01-10,88
Canada,2024-01-11,88
Canada,2024-01-12,88
Canada,2024-01-13,88
Canada,2024-01-14,88
Canada,2024-01-15,88
Canada,2024-01-16,57
Canada,2024-01-17,57
Canada,2024-01-18,57
Canada,2024-01-19,57
Canada,2024-01-20,57
Canada,2024-01-21,57
Canada,2024-01-22,57
Canada,2024-01-23,42
Canada,2024-01-24,42
Canada,2024-01-25,42
Canada,2024-01-26,42
Canada,2024-01-27,42
Canada,2024-01-28,42
Canada,2024-01-29,42
Canada,2024-01-30,43
Canada,2024-01-31,43
Canada,2024-02-01,43
Canada,2024-02-02,43
Canada,2024-02-03,43
Canada,2024-02-04,43
Canada,2024-02-05,43
Canada,2024-02-06,39
Canada,2024-02-07,39
Canada,2024-02-08,39
Canada,2024-02-09,39
Canada,2024-02-10,39
Canada,2024-02-11,39
Canada,2024-02-12,39
Canada,2024-02-13,43
Canada,2024-02-14,43
Canada,2024-02-15,43
Canada,2024-02-16,43
Canada,2024-02-17,43
Canada,2024-02-18,43
Canada,2024-02-19,43
Canada,2024-02-20,40
Canada,2024-02-21,40
Canada,2024-02-22,40
Canada,2024-02-23,40
Canada,2024-02-24,40
Canada,2024-02-25,40
Canada,2024-02-26,40
Canada,2024-02-27,38
Canada,2024-02-28,38
Canada,2024-02-29,38
Canada,2024-03-01,38
Canada,2024-03-02,38
Canada,2024-03-03,38
Canada,2024-03-04,38
Canada,2024-03-05,27
Canada,2024-03-06,27
Canada,2024-03-07,27
Canada,2024-03-08,27
Canada,2024-03-09,27
Canada,2024-03-10,27
Canada,2024-03-11,27
Canada,2024-03-12,21
Canada,2024-03-13,21
Canada,2024-03-14,21
Canada,2024-03-15,21
Canada,2024-03-16,21
Canada,2024-03-17,21
Canada,2024-03-18,21
Canada,2024-03-19,24
Canada,2024-03-20,24
Canada,2024-03-21,24
Canada,2024-03-22,24
Canada,2024-03-23,24
Canada,2024-03-24,24
Canada,2024-03-25,24
Canada,2024-03-26,12
Canada,2024-03-27,12
Canada,2024-03-28,12
Canada,2024-03-29,12
Canada,2024-03-30,12
Canada,2024-03-31,12
Canada,2024-04-01,12
Canada,2024-04-02,16
Canada,2024-04-03,16
Canada,2024-04-04,16
Canada,2024-04-05,16
Canada,2024-04-06,16
Canada,2024-04-07,16
Canada,2024-04-08,16
Canada,2024-04-09,24
Canada,2024-04-10,24
Canada,2024-04-11,24
Canada,2024-04-12,24
Canada,2024-04-13,24
Canada,2024-04-14,24
Canada,2024-04-15,24
Canada,2024-04-16,22
Canada,2024-04-17,22
Canada,2024-04-18,22
Canada,2024-04-19,22
Canada,2024-04-20,22
Canada,2024-04-21,22
Canada,2024-04-22,22
Canada,2024-04-23,22
Canada,2024-04-24,22
Canada,2024-04-25,22
Canada,2024-04-26,22
Canada,2024-04-27,22
Canada,2024-04-28,22
Canada,2024-04-29,22
Canada,2024-04-30,22
Canada,2024-05-01,22
Canada,2024-05-02,22
Canada,2024-05-03,22
Canada,2024-05-04,22
Canada,2024-05-05,22
Canada,2024-05-06,22
Canada,2024-05-07,29
Canada,2024-05-08,29
Canada,2024-05-09,29
Canada,2024-05-10,29
Canada,2024-05-11,29
Canada,2024-05-12,29
Canada,2024-05-13,29
Canada,2024-05-14,25
Canada,2024-05-15,25
Canada,2024-05-16,25
Canada,2024-05-17,25
Canada,2024-05-18,25
Canada,2024-05-19,25
Canada,2024-05-20,25
Canada,2024-05-21,27
Canada,2024-05-22,27
Canada,2024-05-23,27
Canada,2024-05-24,27
Canada,2024-05-25,27
Canada,2024-05-26,27
Canada,2024-05-27,27
Canada,2024-05-28,16
Canada,2024-05-29,16
Canada,2024-05-30,16
Canada,2024-05-31,16
Canada,2024-06-01,16
Canada,2024-06-02,16
Canada,2024-06-03,16
Canada,2024-06-04,12
Canada,2024-06-05,12
Canada,2024-06-06,12
Canada,2024-06-07,12
Canada,2024-06-08,12
Canada,2024-06-09,12
Canada,2024-06-10,12
Canada,2024-06-11,15
Canada,2024-06-12,15
Canada,2024-06-13,15
Canada,2024-06-14,15
Canada,2024-06-15,15
Canada,2024-06-16,15
Canada,2024-06-17,15
Canada,2024-06-18,12
Canada,2024-06-19,12
Canada,2024-06-20,12
Canada,2024-06-21,12
Canada,2024-06-22,12
Canada,2024-06-23,12
Canada,2024-06-24,12
Canada,2024-06-25,12
Canada,2024-06-26,12
Canada,2024-06-27,12
Canada,2024-06-28,12
Canada,2024-06-29,12
Canada,2024-06-30,12
Canada,2024-07-01,12
Canada,2024-07-02,9
Canada,2024-07-03,9
Canada,2024-07-04,9
Canada,2024-07-05,9
Canada,2024-07-06,9
Canada,2024-07-07,9
Canada,2024-07-08,9
Canada,2024-07-09,5
Canada,2024-07-10,5
Canada,2024-07-11,5
Canada,2024-07-12,5
Canada,2024-07-13,5
Canada,2024-07-14,5
Canada,2024-07-15,5
Canada,2024-07-16,6
Canada,2024-07-17,6
Canada,2024-07-18,6
Canada,2024-07-19,6
Canada,2024-07-20,6
Canada,2024-07-21,6
Canada,2024-07-22,6
Canada,2024-07-23,2
Canada,2024-07-24,2
Canada,2024-07-25,2
Canada,2024-07-26,2
Canada,2024-07-27,2
Canada,2024-07-28,2
Canada,2024-07-29,2
Canada,2024-07-30,0
Canada,2024-07-31,0
Canada,2024-08-01,0
Canada,2024-08-02,0
Canada,2024-08-03,0
Canada,2024-08-04,0
Canada,2024-08-05,0
Canada,2024-08-06,0
Canada,2024-08-07,0
Canada,2024-08-08,0
Canada,2024-08-09,0
Canada,2024-08-10,0
Canada,2024-08-11,0
Canada,2024-08-12,0
Canada,2024-08-13,0
Canada,2024-08-14,0
Canada,2024-08-15,0
Canada,2024-08-16,0
Canada,2024-08-17,0
Canada,2024-08-18,0
Canada,2024-08-19,0
Canada,2024-08-20,0
Canada,2024-08-21,0
Canada,2024-08-22,0
Canada,2024-08-23,0
Canada,2024-08-24,0
Canada,2024-08-25,0
Canada,2024-08-26,0
Canada,2024-08-27,0
Canada,2024-08-28,0
Canada,2024-08-29,0
Canada,2024-08-30,0
Canada,2024-08-31,0
Canada,2024-09-01,0
Canada,2024-09-02,0
Canada,2024-09-03,0
Canada,2024-09-04,0
Canada,2024-09-05,0
Canada,2024-09-06,0
Canada,2024-09-07,0
Canada,2024-09-08,0
Canada,2024-09-09,0
Canada,2024-09-10,0
Canada,2024-09-11,0
Canada,2024-09-12,0
Canada,2024-09-13,0
Canada,2024-09-14,0
Canada,2024-09-15,0
Canada,2024-09-16,0
Canada,2024-09-17,0
Canada,2024-09-18,0
Canada,2024-09-19,0
Canada,2024-09-20,0
Canada,2024-09-21,0
Canada,2024-09-22,0
Canada,2024-09-23,0
Canada,2024-09-24,0
Canada,2024-09-25,0
Canada,2024-09-26,0
Canada,2024-09-27,0
